order_id,order_date,order_timestamp,order_hour,day_of_week,weekend_flag,shift,customer_id,store_id,rider_id,city,channel,payment_method,campaign,weather_condition,peak_hour_flag,order_status,items_ordered,items_fulfilled,stockout_line_items,subtotal_before_discount,item_discount_amount,order_discount_amount,delivery_fee,tax_amount,gross_order_value,refund_amount,net_revenue,gross_margin,distance_km,promised_delivery_minutes,picking_start_timestamp,picking_end_timestamp,packing_end_timestamp,rider_assigned_timestamp,dispatch_timestamp,delivered_timestamp,cancelled_timestamp,picking_minutes,packing_minutes,rider_assignment_minutes,travel_minutes,actual_delivery_minutes,sla_status,cancellation_stage,cancellation_reason,customer_rating
ORD0004441,2026-04-09,2026-04-09 09:45:18,9,Thursday,N,Morning,CUST007154,MFC002,RDR00021,Bengaluru,Android,UPI,Membership Offer,Clear,Y,Delivered,10,10,0,1088.16,68.6,50.98,0.0,24.21,992.79,0.0,992.79,170.38,1.49,28,2026-04-09 09:47:13,2026-04-09 10:03:43,2026-04-09 10:07:06,2026-04-09 09:47:06,2026-04-09 10:08:08,2026-04-09 10:16:06,,16.5,3.38,1.81,7.97,30.81,SLA Breach,,,4.4
ORD0004442,2026-04-02,2026-04-02 09:44:06,9,Thursday,N,Morning,CUST002194,MFC018,RDR00215,Pune,Desktop Web,Credit/Debit Card,Weekend Saver,Clear,Y,Delivered,6,6,0,1240.08,134.79,0.0,0.0,27.63,1132.92,0.0,1132.92,154.31,1.84,28,2026-04-02 09:48:02,2026-04-02 09:56:10,2026-04-02 09:59:52,2026-04-02 09:47:45,2026-04-02 10:01:41,2026-04-02 10:14:52,,8.14,3.69,3.67,13.18,30.78,SLA Breach,,,4.1
ORD0004443,2026-05-26,2026-05-26 12:40:46,12,Tuesday,N,Morning,CUST006393,MFC013,RDR00152,Hyderabad,Android,Cash on Delivery,Membership Offer,Clear,Y,Partially Delivered,5,3,1,499.91,46.85,22.65,25.0,10.76,466.17,186.47,279.7,93.51,0.54,28,2026-05-26 12:45:03,2026-05-26 12:50:09,2026-05-26 12:53:19,2026-05-26 12:46:03,2026-05-26 12:55:19,2026-05-26 13:02:02,,5.08,3.17,5.29,6.71,21.27,Within SLA,,,2.5
ORD0004444,2026-05-28,2026-05-28 14:34:06,14,Thursday,N,Evening,CUST001707,MFC008,RDR00088,Delhi NCR,Android,UPI,No Campaign,Light Rain,N,Delivered,2,2,0,764.64,34.72,0.0,0.0,18.25,748.17,0.0,748.17,238.13,5.12,38,2026-05-28 14:37:15,2026-05-28 14:39:15,2026-05-28 14:41:45,2026-05-28 14:35:32,2026-05-28 14:42:56,2026-05-28 15:10:00,,2.0,2.5,1.45,27.05,35.9,Within SLA,,,4.2
ORD0004445,2026-04-15,2026-04-15 21:42:27,21,Wednesday,N,Evening,CUST005879,MFC007,RDR00077,Delhi NCR,Android,Credit/Debit Card,New User Offer,Cloudy,Y,Delivered,6,6,0,623.8,33.63,59.02,0.0,13.28,544.43,0.0,544.43,95.93,7.11,38,2026-04-15 21:44:08,2026-04-15 21:54:49,2026-04-15 21:58:13,2026-04-15 21:47:29,2026-04-15 21:59:55,2026-04-15 22:33:08,,10.68,3.41,5.05,33.22,50.69,SLA Breach,,,3.6
ORD0004446,2026-06-26,2026-06-26 23:32:27,23,Friday,N,Night,CUST006049,MFC016,RDR00187,Chennai,Android,Credit/Debit Card,Category Deal,Cloudy,N,Delivered,8,8,0,1004.46,168.2,0.0,0.0,20.91,857.17,0.0,857.17,217.34,0.3,28,2026-06-26 23:34:34,2026-06-26 23:41:03,2026-06-26 23:44:31,2026-06-26 23:37:34,2026-06-26 23:46:12,2026-06-26 23:50:57,,6.5,3.45,5.12,4.74,18.5,Within SLA,,,3.9
ORD0004447,2026-06-01,2026-06-01 13:48:51,13,Monday,N,Morning,CUST000982,MFC017,RDR00204,Pune,Android,Credit/Debit Card,No Campaign,Cloudy,Y,Delivered,4,4,0,658.27,43.93,0.0,0.0,15.36,629.7,0.0,629.7,157.74,1.42,28,2026-06-01 13:53:34,2026-06-01 14:04:47,2026-06-01 14:09:05,2026-06-01 13:52:23,2026-06-01 14:10:40,2026-06-01 14:19:54,,11.21,4.31,3.55,9.24,31.06,SLA Breach,,,4.2
ORD0004448,2026-05-10,2026-05-10 14:31:28,14,Sunday,Y,Evening,CUST002495,MFC005,RDR00051,Bengaluru,Android,Wallet,Membership Offer,Clear,N,Delivered,11,11,0,2502.63,194.16,80.0,0.0,55.71,2284.18,0.0,2284.18,528.75,0.79,28,2026-05-10 14:34:28,2026-05-10 14:47:04,2026-05-10 14:52:10,2026-05-10 14:31:58,2026-05-10 14:53:28,2026-05-10 14:56:28,,12.61,5.09,0.5,3.0,25.0,Within SLA,,,3.2
ORD0004449,2026-05-01,2026-05-01 19:27:02,19,Friday,N,Evening,CUST000312,MFC015,RDR00176,Chennai,Android,Wallet,No Campaign,Clear,Y,Partially Delivered,10,9,1,2678.79,178.96,0.0,0.0,62.5,2562.33,256.23,2306.1,493.03,2.08,28,2026-05-01 19:27:40,2026-05-01 19:44:35,2026-05-01 19:49:45,2026-05-01 19:32:03,2026-05-01 19:51:50,2026-05-01 20:06:22,,16.93,5.15,5.02,14.52,39.34,SLA Breach,,,3.1
ORD0004450,2026-06-22,2026-06-22 23:02:07,23,Monday,N,Night,CUST001671,MFC003,RDR00025,Bengaluru,Android,Credit/Debit Card,Membership Offer,Cloudy,N,Delivered,6,6,0,3076.85,218.21,80.0,0.0,69.47,2848.11,0.0,2848.11,627.47,0.66,28,2026-06-22 23:03:21,2026-06-22 23:09:57,2026-06-22 23:13:32,2026-06-22 23:04:51,2026-06-22 23:15:07,2026-06-22 23:18:11,,6.6,3.57,2.75,3.06,16.07,Within SLA,,,3.8
ORD0004451,2026-05-15,2026-05-15 20:21:30,20,Friday,N,Evening,CUST007436,MFC013,RDR00148,Hyderabad,Android,UPI,No Campaign,Heavy Rain,Y,Delivered,1,1,0,83.99,4.59,0.0,30.0,1.99,111.39,0.0,111.39,15.73,1.59,45,2026-05-15 20:23:53,2026-05-15 20:27:47,2026-05-15 20:31:10,2026-05-15 20:30:27,2026-05-15 20:32:57,2026-05-15 20:46:15,,3.88,3.39,8.96,13.3,24.77,Within SLA,,,4.3
ORD0004452,2026-04-13,2026-04-13 09:06:00,9,Monday,N,Morning,CUST005790,MFC017,RDR00193,Pune,iOS,UPI,No Campaign,Clear,Y,Delivered,5,5,0,477.2,22.25,0.0,15.0,11.37,481.32,0.0,481.32,105.97,0.89,28,2026-04-13 09:07:33,2026-04-13 09:15:57,2026-04-13 09:19:25,2026-04-13 09:12:11,2026-04-13 09:21:03,2026-04-13 09:28:19,,8.39,3.47,6.19,7.26,22.32,Within SLA,,,4.0
ORD0004453,2026-04-03,2026-04-03 19:03:17,19,Friday,N,Evening,CUST000726,MFC017,RDR00193,Pune,iOS,Net Banking,Weekend Saver,Clear,Y,Delivered,2,2,0,56.9,2.44,0.0,15.0,1.36,70.82,0.0,70.82,8.0,0.7,20,2026-04-03 19:05:11,2026-04-03 19:08:04,2026-04-03 19:10:33,2026-04-03 19:08:21,2026-04-03 19:11:22,2026-04-03 19:21:51,,2.88,2.48,5.07,10.48,18.58,Within SLA,,,3.7
ORD0004454,2026-05-09,2026-05-09 07:39:27,7,Saturday,Y,Morning,CUST001966,MFC011,RDR00123,Mumbai,Android,Cash on Delivery,Free Delivery,Cloudy,N,Delivered,4,4,0,1594.14,126.65,0.0,0.0,36.69,1504.18,0.0,1504.18,229.91,1.83,28,2026-05-09 07:41:44,2026-05-09 07:47:28,2026-05-09 07:49:45,2026-05-09 07:43:48,2026-05-09 07:51:36,2026-05-09 08:00:55,,5.72,2.29,4.35,9.31,21.47,Within SLA,,,4.1
ORD0004455,2026-05-24,2026-05-24 09:52:53,9,Sunday,Y,Morning,CUST004399,MFC015,RDR00175,Chennai,Desktop Web,UPI,No Campaign,Clear,Y,Partially Delivered,5,3,1,2284.75,240.31,0.0,0.0,51.11,2095.55,838.22,1257.33,626.64,0.41,28,2026-05-24 09:53:23,2026-05-24 10:01:34,2026-05-24 10:06:04,2026-05-24 09:54:42,2026-05-24 10:07:38,2026-05-24 10:11:09,,8.19,4.51,1.83,3.51,18.27,Within SLA,,,3.2
ORD0004456,2026-06-09,2026-06-09 18:37:20,18,Tuesday,N,Evening,CUST002483,MFC005,RDR00052,Bengaluru,Android,UPI,Free Delivery,Cloudy,Y,Delivered,7,7,0,2116.09,71.84,0.0,0.0,51.11,2095.36,0.0,2095.36,570.99,1.77,28,2026-06-09 18:41:43,2026-06-09 18:53:13,2026-06-09 18:56:48,2026-06-09 18:43:18,2026-06-09 18:57:43,2026-06-09 19:11:32,,11.49,3.59,5.97,13.82,34.21,SLA Breach,,,4.1
ORD0004457,2026-05-27,2026-05-27 18:12:17,18,Wednesday,N,Evening,CUST004317,MFC008,RDR00086,Delhi NCR,Android,Credit/Debit Card,New User Offer,Clear,Y,Delivered,8,8,0,1068.22,82.35,98.59,0.0,22.18,909.46,0.0,909.46,90.36,0.65,28,2026-05-27 18:14:07,2026-05-27 18:24:35,2026-05-27 18:27:33,2026-05-27 18:20:24,2026-05-27 18:28:40,2026-05-27 18:34:48,,10.47,2.95,8.13,6.14,22.52,Within SLA,,,4.4
ORD0004458,2026-04-14,2026-04-14 22:07:00,22,Tuesday,N,Night,CUST001262,MFC011,RDR00121,Mumbai,Android,UPI,New User Offer,Clear,N,Delivered,1,1,0,68.99,7.17,6.18,25.0,1.39,82.03,0.0,82.03,11.31,0.72,20,2026-04-14 22:10:42,2026-04-14 22:13:18,2026-04-14 22:15:56,2026-04-14 22:12:49,2026-04-14 22:16:34,2026-04-14 22:21:14,,2.59,2.64,5.83,4.67,14.25,Within SLA,,,3.4
ORD0004459,2026-05-11,2026-05-11 20:20:55,20,Monday,N,Evening,CUST002828,MFC005,RDR00056,Bengaluru,Android,UPI,Category Deal,Clear,Y,Delivered,1,1,0,76.91,13.2,0.0,30.0,1.59,95.3,0.0,95.3,3.16,0.73,20,2026-05-11 20:23:16,2026-05-11 20:25:16,2026-05-11 20:29:04,2026-05-11 20:26:18,2026-05-11 20:30:43,2026-05-11 20:37:41,,2.0,3.8,5.39,6.97,16.77,Within SLA,,,2.8
ORD0004460,2026-04-25,2026-04-25 20:22:13,20,Saturday,Y,Evening,CUST001520,MFC003,RDR00025,Bengaluru,Android,UPI,No Campaign,Clear,Y,Delivered,3,3,0,639.43,21.54,0.0,0.0,15.45,633.34,0.0,633.34,178.57,2.26,28,2026-04-25 20:23:53,2026-04-25 20:30:00,2026-04-25 20:32:39,2026-04-25 20:26:55,2026-04-25 20:33:34,2026-04-25 20:44:14,,6.13,2.65,4.7,10.65,22.02,Within SLA,,,4.6
ORD0004461,2026-06-05,2026-06-05 14:22:15,14,Friday,N,Evening,CUST007753,MFC001,RDR00004,Bengaluru,Android,UPI,No Campaign,Clear,N,Delivered,3,3,0,1119.57,24.83,0.0,0.0,27.37,1122.11,0.0,1122.11,238.1,0.93,20,2026-06-05 14:25:04,2026-06-05 14:30:39,2026-06-05 14:33:59,2026-06-05 14:24:37,2026-06-05 14:35:12,2026-06-05 14:41:03,,5.57,3.35,2.38,5.85,18.81,Within SLA,,,3.3
ORD0004462,2026-04-02,2026-04-02 19:18:50,19,Thursday,N,Evening,CUST003194,MFC011,RDR00129,Mumbai,iOS,UPI,Free Delivery,Light Rain,Y,Delivered,5,5,0,977.48,93.03,0.0,0.0,22.11,906.56,0.0,906.56,237.41,2.5,28,2026-04-02 19:20:59,2026-04-02 19:29:25,2026-04-02 19:33:49,2026-04-02 19:25:06,2026-04-02 19:35:11,2026-04-02 19:55:45,,8.44,4.39,6.28,20.56,36.92,SLA Breach,,,3.4
ORD0004463,2026-05-05,2026-05-05 13:30:14,13,Tuesday,N,Morning,CUST003035,MFC004,RDR00037,Bengaluru,iOS,UPI,No Campaign,Clear,Y,Delivered,10,10,0,5440.73,285.51,0.0,0.0,128.88,5284.1,0.0,5284.1,1328.51,1.27,28,2026-05-05 13:32:29,2026-05-05 13:44:05,2026-05-05 13:49:58,2026-05-05 13:37:34,2026-05-05 13:50:49,2026-05-05 13:57:28,,11.59,5.89,7.35,6.65,27.24,Within SLA,,,3.4
ORD0004464,2026-05-18,2026-05-18 15:59:17,15,Monday,N,Evening,CUST001710,MFC013,RDR00152,Hyderabad,Android,UPI,New User Offer,Cloudy,N,Delivered,6,6,0,2182.33,54.01,120.0,0.0,50.21,2058.53,0.0,2058.53,578.5,1.83,28,2026-05-18 16:00:33,2026-05-18 16:07:56,2026-05-18 16:11:16,2026-05-18 16:01:20,2026-05-18 16:13:18,2026-05-18 16:22:35,,7.38,3.34,2.06,9.29,23.32,Within SLA,,,4.1
ORD0004465,2026-04-22,2026-04-22 09:49:10,9,Wednesday,N,Morning,CUST002623,MFC006,RDR00063,Delhi NCR,Android,Credit/Debit Card,No Campaign,Clear,Y,Delivered,4,4,0,613.98,27.27,0.0,0.0,14.67,601.38,0.0,601.38,139.52,2.36,28,2026-04-22 09:49:59,2026-04-22 09:56:28,2026-04-22 10:00:29,2026-04-22 09:51:16,2026-04-22 10:02:07,2026-04-22 10:12:06,,6.49,4.01,2.11,9.98,22.95,Within SLA,,,3.6
ORD0004466,2026-05-19,2026-05-19 16:50:36,16,Tuesday,N,Evening,CUST002761,MFC012,RDR00138,Hyderabad,Android,UPI,No Campaign,Clear,N,Delivered,7,7,0,733.33,44.46,0.0,0.0,17.22,706.09,0.0,706.09,163.86,1.0,28,2026-05-19 16:52:12,2026-05-19 17:00:48,2026-05-19 17:04:55,2026-05-19 16:55:41,2026-05-19 17:06:51,2026-05-19 17:10:32,,8.61,4.11,5.1,3.69,19.95,Within SLA,,,4.6
ORD0004467,2026-04-23,2026-04-23 22:08:22,22,Thursday,N,Night,CUST007521,MFC002,RDR00018,Bengaluru,Desktop Web,Cash on Delivery,No Campaign,Light Rain,N,Delivered,9,9,0,1176.66,113.63,0.0,0.0,26.58,1089.61,0.0,1089.61,362.72,3.24,38,2026-04-23 22:08:52,2026-04-23 22:17:10,2026-04-23 22:21:12,2026-04-23 22:13:06,2026-04-23 22:23:12,2026-04-23 22:38:10,,8.3,4.04,4.75,14.97,29.8,Within SLA,,,3.3
ORD0004468,2026-06-22,2026-06-22 12:59:11,12,Monday,N,Morning,CUST007753,MFC005,RDR00051,Bengaluru,Android,UPI,Weekend Saver,Clear,Y,Delivered,8,8,0,641.29,97.66,0.0,0.0,13.59,557.22,0.0,557.22,136.1,0.75,28,2026-06-22 13:00:16,2026-06-22 13:12:39,2026-06-22 13:16:31,2026-06-22 13:02:12,2026-06-22 13:17:57,2026-06-22 13:24:25,,12.37,3.87,3.03,6.47,25.24,Within SLA,,,3.8
ORD0004469,2026-04-08,2026-04-08 20:03:55,20,Wednesday,N,Evening,CUST007753,MFC002,RDR00013,Bengaluru,iOS,Credit/Debit Card,No Campaign,Clear,Y,Delivered,3,3,0,487.28,43.29,0.0,25.0,11.1,480.09,0.0,480.09,102.03,1.87,28,2026-04-08 20:09:19,2026-04-08 20:14:26,2026-04-08 20:16:47,2026-04-08 20:08:33,2026-04-08 20:18:46,2026-04-08 20:31:12,,5.11,2.35,4.65,12.44,27.3,Within SLA,,,4.0
ORD0004470,2026-05-20,2026-05-20 20:04:33,20,Wednesday,N,Evening,CUST000242,MFC016,RDR00190,Chennai,Android,Wallet,Free Delivery,Heavy Rain,Y,Delivered,1,1,0,25.21,2.05,0.0,0.0,0.58,23.74,0.0,23.74,3.91,2.05,45,2026-05-20 20:07:11,2026-05-20 20:09:11,2026-05-20 20:11:14,2026-05-20 20:12:16,2026-05-20 20:14:01,2026-05-20 20:33:01,,2.0,2.04,7.72,19.01,28.48,Within SLA,,,4.7
ORD0004471,2026-05-10,2026-05-10 14:41:35,14,Sunday,Y,Evening,CUST007767,MFC002,RDR00023,Bengaluru,Android,Credit/Debit Card,New User Offer,Light Rain,N,Delivered,3,3,0,290.25,7.43,28.28,15.0,6.36,275.9,0.0,275.9,37.38,0.57,28,2026-05-10 14:44:38,2026-05-10 14:49:26,2026-05-10 14:52:19,2026-05-10 14:42:45,2026-05-10 14:53:18,2026-05-10 14:57:40,,4.81,2.88,1.17,4.37,16.09,Within SLA,,,3.9
ORD0004472,2026-05-10,2026-05-10 19:25:26,19,Sunday,Y,Evening,CUST003682,MFC007,RDR00078,Delhi NCR,Android,Cash on Delivery,Weekend Saver,Clear,Y,Delivered,6,6,0,562.72,82.04,0.0,15.0,12.02,507.7,0.0,507.7,153.74,2.17,28,2026-05-10 19:27:26,2026-05-10 19:34:56,2026-05-10 19:37:13,2026-05-10 19:32:49,2026-05-10 19:38:16,2026-05-10 19:51:06,,7.49,2.29,7.39,12.83,25.67,Within SLA,,,4.3
ORD0004473,2026-04-08,2026-04-08 12:09:41,12,Wednesday,N,Morning,CUST005125,MFC004,RDR00037,Bengaluru,Android,Cash on Delivery,No Campaign,Heavy Rain,Y,Delivered,2,2,0,1991.78,118.68,0.0,0.0,46.83,1919.93,0.0,1919.93,372.7,1.76,45,2026-04-08 12:14:17,2026-04-08 12:18:35,2026-04-08 12:20:34,2026-04-08 12:19:12,2026-04-08 12:21:56,2026-04-08 12:34:56,,4.28,1.99,9.53,13.0,25.26,Within SLA,,,4.2
ORD0004474,2026-05-08,2026-05-08 19:44:06,19,Friday,N,Evening,CUST000321,MFC011,RDR00124,Mumbai,iOS,UPI,Category Deal,Cloudy,Y,Delivered,3,3,0,811.4,84.17,0.0,0.0,18.18,745.41,0.0,745.41,182.26,2.55,28,2026-05-08 19:47:57,2026-05-08 19:49:57,2026-05-08 19:53:13,2026-05-08 19:46:17,2026-05-08 19:55:24,2026-05-08 20:10:55,,2.0,3.26,2.19,15.51,26.82,Within SLA,,,3.9
ORD0004475,2026-04-23,2026-04-23 19:21:39,19,Thursday,N,Evening,CUST002922,MFC013,RDR00150,Hyderabad,Android,UPI,New User Offer,Clear,Y,Delivered,9,9,0,3968.62,312.06,120.0,0.0,88.41,3624.97,0.0,3624.97,773.6,2.09,28,2026-04-23 19:24:54,2026-04-23 19:37:47,2026-04-23 19:43:17,2026-04-23 19:27:01,2026-04-23 19:44:41,2026-04-23 19:56:11,,12.88,5.5,5.38,11.51,34.55,SLA Breach,,,3.5
ORD0004476,2026-05-02,2026-05-02 08:57:29,8,Saturday,Y,Morning,CUST002487,MFC003,RDR00032,Bengaluru,Android,UPI,No Campaign,Clear,Y,Delivered,4,4,0,486.81,32.4,0.0,20.0,11.36,485.77,0.0,485.77,93.4,3.88,38,2026-05-02 08:59:45,2026-05-02 09:05:49,2026-05-02 09:10:35,2026-05-02 09:01:03,2026-05-02 09:11:41,2026-05-02 09:27:50,,6.06,4.78,3.57,16.16,30.36,Within SLA,,,3.5
ORD0004477,2026-04-26,2026-04-26 13:12:04,13,Sunday,Y,Morning,CUST002296,MFC006,RDR00062,Delhi NCR,Android,UPI,Category Deal,Clear,Y,Delivered,6,6,0,1214.19,200.73,0.0,0.0,25.34,1038.8,0.0,1038.8,99.93,0.57,28,2026-04-26 13:13:03,2026-04-26 13:22:19,2026-04-26 13:25:24,2026-04-26 13:18:34,2026-04-26 13:26:36,2026-04-26 13:34:33,,9.27,3.08,6.5,7.95,22.5,Within SLA,,,3.0
ORD0004478,2026-06-25,2026-06-25 19:34:13,19,Thursday,N,Evening,CUST000598,MFC013,RDR00150,Hyderabad,Android,UPI,Membership Offer,Clear,Y,Delivered,4,4,0,1353.68,133.81,60.99,0.0,28.97,1187.85,0.0,1187.85,163.29,2.14,28,2026-06-25 19:37:11,2026-06-25 19:42:47,2026-06-25 19:47:22,2026-06-25 19:37:03,2026-06-25 19:49:32,2026-06-25 20:03:22,,5.61,4.58,2.83,13.83,29.16,SLA Breach,,,3.4
ORD0004479,2026-05-01,2026-05-01 21:41:07,21,Friday,N,Evening,CUST004986,MFC013,RDR00149,Hyderabad,Desktop Web,UPI,Membership Offer,Clear,Y,Delivered,10,10,0,1310.32,88.36,61.1,0.0,29.02,1189.88,0.0,1189.88,336.21,1.96,28,2026-05-01 21:41:37,2026-05-01 21:54:11,2026-05-01 21:56:55,2026-05-01 21:49:03,2026-05-01 21:58:45,2026-05-01 22:06:44,,12.58,2.73,7.94,8.0,25.63,Within SLA,,,4.6
ORD0004480,2026-04-23,2026-04-23 06:48:18,6,Thursday,N,Morning,CUST005301,MFC018,RDR00205,Pune,Android,Cash on Delivery,No Campaign,Clear,N,Delivered,3,3,0,884.21,77.92,0.0,0.0,20.16,826.45,0.0,826.45,192.24,1.39,28,2026-04-23 06:50:45,2026-04-23 06:55:23,2026-04-23 06:58:56,2026-04-23 06:49:41,2026-04-23 07:00:19,2026-04-23 07:04:43,,4.63,3.56,1.38,4.39,16.42,Within SLA,,,4.0
ORD0004481,2026-05-09,2026-05-09 20:54:50,20,Saturday,Y,Evening,CUST001381,MFC004,RDR00044,Bengaluru,Android,UPI,New User Offer,Clear,Y,Delivered,10,10,0,1043.14,70.18,97.3,0.0,21.89,897.55,0.0,897.55,195.46,1.91,28,2026-05-09 20:56:43,2026-05-09 21:13:25,2026-05-09 21:18:03,2026-05-09 21:00:22,2026-05-09 21:18:34,2026-05-09 21:30:52,,16.7,4.63,5.54,12.3,36.04,SLA Breach,,,3.2
ORD0004482,2026-06-23,2026-06-23 20:57:55,20,Tuesday,N,Evening,CUST002468,MFC007,RDR00074,Delhi NCR,Desktop Web,Credit/Debit Card,Free Delivery,Cloudy,Y,Delivered,6,6,0,1597.41,166.19,0.0,0.0,35.78,1467.0,0.0,1467.0,203.01,1.93,28,2026-06-23 20:59:55,2026-06-23 21:07:17,2026-06-23 21:11:35,2026-06-23 21:04:05,2026-06-23 21:13:27,2026-06-23 21:22:50,,7.36,4.31,6.17,9.38,24.93,Within SLA,,,4.4
ORD0004483,2026-04-21,2026-04-21 20:34:02,20,Tuesday,N,Evening,CUST001664,MFC011,RDR00130,Mumbai,Android,UPI,No Campaign,Clear,Y,Delivered,4,4,0,625.57,59.25,0.0,0.0,14.16,580.48,0.0,580.48,111.94,1.82,28,2026-04-21 20:36:46,2026-04-21 20:43:18,2026-04-21 20:45:55,2026-04-21 20:37:21,2026-04-21 20:47:18,2026-04-21 20:56:54,,6.53,2.62,3.32,9.59,22.87,Within SLA,,,3.2
ORD0004484,2026-06-04,2026-06-04 09:02:00,9,Thursday,N,Morning,CUST004990,MFC011,RDR00122,Mumbai,Android,Net Banking,Weekend Saver,Clear,Y,Delivered,6,6,0,1944.75,220.99,0.0,0.0,43.09,1766.85,0.0,1766.85,417.08,2.05,28,2026-06-04 09:04:58,2026-06-04 09:13:43,2026-06-04 09:16:46,2026-06-04 09:04:09,2026-06-04 09:18:19,2026-06-04 09:29:11,,8.75,3.05,2.16,10.88,27.2,Within SLA,,,2.9
ORD0004485,2026-06-01,2026-06-01 19:17:09,19,Monday,N,Evening,CUST006128,MFC015,RDR00174,Chennai,iOS,UPI,No Campaign,Clear,Y,Delivered,2,2,0,321.56,19.82,0.0,20.0,7.54,329.28,0.0,329.28,108.39,2.79,28,2026-06-01 19:19:05,2026-06-01 19:23:56,2026-06-01 19:26:53,2026-06-01 19:22:40,2026-06-01 19:27:46,2026-06-01 19:40:33,,4.86,2.95,5.52,12.78,23.4,Within SLA,,,3.0
ORD0004486,2026-04-05,2026-04-05 09:30:25,9,Sunday,Y,Morning,CUST007125,MFC018,RDR00215,Pune,Android,UPI,Free Delivery,Clear,Y,Partially Delivered,6,5,1,620.75,50.82,0.0,0.0,14.25,584.18,97.36,486.82,164.51,2.4,28,2026-04-05 09:32:34,2026-04-05 09:41:41,2026-04-05 09:44:32,2026-04-05 09:38:52,2026-04-05 09:46:34,2026-04-05 09:58:39,,9.13,2.85,8.45,12.09,28.24,SLA Breach,,,3.1
ORD0004487,2026-05-10,2026-05-10 22:12:40,22,Sunday,Y,Night,CUST006711,MFC017,RDR00200,Pune,Desktop Web,Cash on Delivery,No Campaign,Clear,N,Delivered,3,3,0,738.2,62.28,0.0,0.0,16.9,692.82,0.0,692.82,228.61,2.87,28,2026-05-10 22:14:12,2026-05-10 22:16:27,2026-05-10 22:19:01,2026-05-10 22:16:34,2026-05-10 22:21:08,2026-05-10 22:30:49,,2.25,2.57,3.91,9.69,18.16,Within SLA,,,2.7
ORD0004488,2026-05-08,2026-05-08 20:13:52,20,Friday,N,Evening,CUST004766,MFC017,RDR00203,Pune,Android,Cash on Delivery,No Campaign,Clear,Y,Partially Delivered,5,4,1,824.85,56.69,0.0,0.0,19.2,787.36,157.47,629.89,187.04,4.95,38,2026-05-08 20:14:22,2026-05-08 20:23:21,2026-05-08 20:27:14,2026-05-08 20:17:38,2026-05-08 20:28:37,2026-05-08 20:48:30,,8.99,3.89,3.78,19.89,34.65,Within SLA,,,2.8
ORD0004489,2026-06-13,2026-06-13 10:09:57,10,Saturday,Y,Morning,CUST004180,MFC005,RDR00053,Bengaluru,Android,Cash on Delivery,No Campaign,Cloudy,N,Partially Delivered,10,8,1,844.75,36.21,0.0,0.0,20.21,828.75,165.75,663.0,231.03,0.97,28,2026-06-13 10:12:36,2026-06-13 10:25:04,2026-06-13 10:29:47,2026-06-13 10:12:40,2026-06-13 10:30:42,2026-06-13 10:34:20,,12.47,4.71,2.73,3.64,24.4,Within SLA,,,2.8
ORD0004490,2026-06-02,2026-06-02 20:45:29,20,Tuesday,N,Evening,CUST000058,MFC005,,Bengaluru,Mobile Web,Wallet,Category Deal,Cloudy,Y,Cancelled,4,4,0,807.31,113.69,0.0,0.0,17.34,710.96,710.96,0.0,55.11,3.17,38,2026-06-02 20:46:46,,,,,,2026-06-02 20:50:04,,,,,,Not Applicable,During Picking,Item Unavailable,1.4
ORD0004491,2026-04-21,2026-04-21 16:06:12,16,Tuesday,N,Evening,CUST004286,MFC004,RDR00039,Bengaluru,iOS,Credit/Debit Card,No Campaign,Clear,N,Partially Delivered,3,2,1,631.03,63.7,0.0,0.0,14.18,581.51,193.84,387.67,138.6,1.02,20,2026-04-21 16:08:15,2026-04-21 16:14:09,2026-04-21 16:16:31,2026-04-21 16:10:44,2026-04-21 16:18:06,2026-04-21 16:25:38,,5.91,2.36,4.55,7.52,19.43,Within SLA,,,3.6
ORD0004492,2026-05-14,2026-05-14 22:54:37,22,Thursday,N,Night,CUST007306,MFC007,RDR00080,Delhi NCR,iOS,Wallet,No Campaign,Cloudy,N,Delivered,3,3,0,860.52,70.18,0.0,0.0,19.76,810.1,0.0,810.1,154.1,2.08,28,2026-05-14 22:56:28,2026-05-14 23:03:08,2026-05-14 23:07:48,2026-05-14 23:00:29,2026-05-14 23:09:40,2026-05-14 23:18:08,,6.66,4.68,5.88,8.47,23.53,Within SLA,,,3.0
ORD0004493,2026-06-07,2026-06-07 21:52:27,21,Sunday,Y,Evening,CUST000469,MFC014,,Hyderabad,Android,UPI,No Campaign,Clear,Y,Cancelled,6,6,0,1276.99,115.91,0.0,0.0,29.03,1190.11,1190.11,0.0,357.89,2.15,28,2026-06-07 21:56:24,,,,,,2026-06-07 21:54:29,,,,,,Not Applicable,During Picking,Store Overload,
ORD0004494,2026-06-02,2026-06-02 21:03:56,21,Tuesday,N,Evening,CUST004824,MFC011,RDR00128,Mumbai,Android,UPI,No Campaign,Cloudy,Y,Delivered,7,7,0,1562.52,105.34,0.0,0.0,36.43,1493.61,0.0,1493.61,288.23,1.58,28,2026-06-02 21:06:22,2026-06-02 21:16:17,2026-06-02 21:19:25,2026-06-02 21:08:45,2026-06-02 21:20:02,2026-06-02 21:32:04,,9.92,3.14,4.82,12.04,28.14,SLA Breach,,,4.1
