week_start_date,store_id,product_id,opening_stock_units,receipts_units,units_sold,damaged_units,wastage_units,closing_stock_units,reorder_level_units,stockout_hours,system_stock_units,physical_stock_units,cycle_count_variance_units,inventory_accuracy_pct
2026-05-11,MFC004,PRD0145,75,0,3,0,0,72,20,0.0,72,72,0,100.0
2026-05-11,MFC004,PRD0280,64,0,0,0,0,64,14,0.0,64,64,0,100.0
2026-05-11,MFC004,PRD0321,66,0,0,0,0,66,34,0.0,66,66,0,100.0
2026-05-11,MFC004,PRD0391,97,0,2,0,2,93,29,0.0,93,93,0,100.0
2026-05-11,MFC004,PRD0367,72,0,3,1,0,68,31,0.0,68,68,0,100.0
2026-05-11,MFC004,PRD0394,68,0,1,0,1,66,39,0.0,66,66,0,100.0
2026-05-11,MFC004,PRD0150,62,0,2,2,0,58,24,0.0,58,58,0,100.0
2026-05-11,MFC004,PRD0118,94,0,0,0,3,91,44,0.0,91,91,0,100.0
2026-05-11,MFC004,PRD0033,48,0,2,0,0,46,36,0.0,46,46,0,100.0
2026-05-11,MFC004,PRD0256,72,0,1,0,0,71,21,0.0,71,72,1,98.61
2026-05-11,MFC004,PRD0095,73,0,0,0,0,73,23,0.0,73,73,0,100.0
2026-05-11,MFC004,PRD0282,66,0,2,0,0,64,12,0.0,64,64,0,100.0
2026-05-11,MFC004,PRD0011,74,0,1,0,3,70,40,0.0,70,70,0,100.0
2026-05-11,MFC004,PRD0358,93,0,2,0,0,91,13,0.0,91,91,0,100.0
2026-05-11,MFC004,PRD0003,69,0,2,0,0,67,18,0.0,67,64,-3,95.52
2026-05-11,MFC004,PRD0084,77,0,5,0,1,71,19,0.0,71,70,-1,98.59
2026-05-11,MFC004,PRD0204,59,0,3,2,0,54,15,0.0,54,54,0,100.0
2026-05-11,MFC004,PRD0346,70,6,2,0,1,73,18,0.0,73,73,0,100.0
2026-05-11,MFC004,PRD0300,78,0,1,0,0,77,17,0.0,77,77,0,100.0
2026-05-11,MFC004,PRD0355,87,0,2,1,0,84,26,0.0,84,84,0,100.0
2026-05-11,MFC004,PRD0186,79,0,0,1,0,78,21,0.0,78,78,0,100.0
2026-05-11,MFC004,PRD0138,73,0,1,0,0,72,32,0.0,72,72,0,100.0
2026-05-11,MFC004,PRD0294,51,0,0,0,0,51,22,0.0,51,51,0,100.0
2026-05-11,MFC004,PRD0127,56,0,0,0,2,54,41,0.0,54,54,0,100.0
2026-05-11,MFC004,PRD0116,73,0,1,1,0,71,18,0.0,71,70,-1,98.59
2026-05-11,MFC004,PRD0074,66,0,1,0,1,64,18,0.0,64,64,0,100.0
2026-05-11,MFC004,PRD0137,70,0,0,1,0,69,38,0.0,69,69,0,100.0
2026-05-11,MFC004,PRD0194,66,0,3,0,0,63,17,0.0,63,63,0,100.0
2026-05-11,MFC004,PRD0048,68,0,0,0,0,68,27,0.0,68,68,0,100.0
2026-05-11,MFC004,PRD0061,64,0,2,0,0,62,38,0.0,62,61,-1,98.39
2026-05-11,MFC004,PRD0140,67,0,3,0,3,61,33,0.0,61,61,0,100.0
2026-05-11,MFC004,PRD0298,57,0,0,0,1,56,19,0.0,56,56,0,100.0
2026-05-11,MFC004,PRD0126,89,0,2,1,0,86,28,0.0,86,86,0,100.0
2026-05-11,MFC004,PRD0046,65,0,0,0,0,65,22,0.0,65,66,1,98.48
2026-05-11,MFC004,PRD0159,75,0,1,0,0,74,31,0.0,74,74,0,100.0
2026-05-11,MFC004,PRD0386,77,0,2,0,0,75,26,0.0,75,75,0,100.0
2026-05-11,MFC004,PRD0339,77,0,0,1,0,76,43,0.0,76,76,0,100.0
2026-05-11,MFC004,PRD0134,80,0,0,0,2,78,38,0.0,78,78,0,100.0
2026-05-11,MFC004,PRD0066,66,0,1,0,0,65,29,0.0,65,65,0,100.0
2026-05-11,MFC004,PRD0349,62,0,1,0,1,60,12,0.0,60,60,0,100.0
2026-05-11,MFC004,PRD0132,91,0,1,0,0,90,12,0.0,90,92,2,97.83
2026-05-11,MFC004,PRD0337,77,0,2,1,1,73,42,0.0,73,73,0,100.0
2026-05-11,MFC004,PRD0164,74,0,1,0,1,72,33,0.0,72,72,0,100.0
2026-05-11,MFC004,PRD0243,85,0,3,0,0,82,38,0.0,82,85,3,96.47
2026-05-11,MFC004,PRD0278,72,0,1,0,1,70,39,0.0,70,70,0,100.0
2026-05-11,MFC004,PRD0375,74,5,3,1,0,75,23,0.0,75,75,0,100.0
2026-05-11,MFC004,PRD0363,74,0,0,1,1,72,32,0.0,72,72,0,100.0
2026-05-11,MFC004,PRD0027,94,0,3,1,0,90,22,0.0,90,90,0,100.0
2026-05-11,MFC004,PRD0279,72,0,1,1,1,69,23,0.0,69,66,-3,95.65
2026-05-11,MFC004,PRD0233,78,0,0,0,1,77,37,0.0,77,77,0,100.0
2026-05-11,MFC004,PRD0072,65,7,0,1,0,71,20,0.0,71,72,1,98.61
2026-05-11,MFC004,PRD0191,77,0,1,0,0,76,29,0.0,76,76,0,100.0
2026-05-11,MFC004,PRD0248,74,0,0,1,0,73,37,0.0,73,73,0,100.0
2026-05-11,MFC004,PRD0021,54,0,0,1,2,51,15,0.0,51,50,-1,98.04
2026-05-11,MFC004,PRD0102,99,0,1,0,1,97,27,0.0,97,97,0,100.0
2026-05-11,MFC004,PRD0246,56,3,3,0,0,56,32,0.0,56,56,0,100.0
2026-05-18,MFC004,PRD0006,45,0,8,0,0,37,37,0.0,37,34,-3,91.89
2026-05-18,MFC004,PRD0160,75,0,8,1,0,66,35,0.0,66,66,0,100.0
2026-05-18,MFC004,PRD0323,79,0,10,0,1,68,12,0.0,68,68,0,100.0
2026-05-18,MFC004,PRD0025,57,14,6,1,0,64,42,0.0,64,64,0,100.0
2026-05-18,MFC004,PRD0314,47,5,6,0,0,46,42,0.0,46,46,0,100.0
2026-05-18,MFC004,PRD0155,71,4,4,0,1,70,22,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0303,28,44,4,0,0,68,25,0.0,68,68,0,100.0
2026-05-18,MFC004,PRD0088,73,0,2,0,0,71,41,0.0,71,73,2,97.26
2026-05-18,MFC004,PRD0295,75,0,6,1,0,68,42,0.0,68,68,0,100.0
2026-05-18,MFC004,PRD0304,75,0,4,0,1,70,22,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0281,69,0,4,0,1,64,42,0.0,64,64,0,100.0
2026-05-18,MFC004,PRD0393,54,0,6,1,0,47,43,0.0,47,47,0,100.0
2026-05-18,MFC004,PRD0345,74,0,3,0,0,71,35,0.0,71,71,0,100.0
2026-05-18,MFC004,PRD0306,51,15,2,1,0,63,15,0.0,63,63,0,100.0
2026-05-18,MFC004,PRD0106,85,0,9,0,0,76,28,0.0,76,76,0,100.0
2026-05-18,MFC004,PRD0388,71,0,6,0,1,64,27,0.0,64,64,0,100.0
2026-05-18,MFC004,PRD0168,73,6,1,0,0,78,27,0.0,78,78,0,100.0
2026-05-18,MFC004,PRD0359,63,0,5,0,0,58,25,0.0,58,58,0,100.0
2026-05-18,MFC004,PRD0201,89,0,3,0,1,85,34,0.0,85,85,0,100.0
2026-05-18,MFC004,PRD0397,56,0,8,0,0,48,27,0.0,48,48,0,100.0
2026-05-18,MFC004,PRD0007,55,0,2,0,0,53,14,0.0,53,53,0,100.0
2026-05-18,MFC004,PRD0152,74,0,4,0,0,70,25,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0192,70,0,4,0,0,66,38,0.0,66,66,0,100.0
2026-05-18,MFC004,PRD0113,79,0,0,1,0,78,29,0.0,78,78,0,100.0
2026-05-18,MFC004,PRD0145,72,7,4,0,0,75,23,0.0,75,72,-3,96.0
2026-05-18,MFC004,PRD0280,64,17,2,0,1,78,30,0.0,78,78,0,100.0
2026-05-18,MFC004,PRD0321,66,13,3,0,2,74,44,0.0,74,74,0,100.0
2026-05-18,MFC004,PRD0391,93,0,2,0,3,88,13,0.0,88,88,0,100.0
2026-05-18,MFC004,PRD0367,68,5,3,0,0,70,22,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0394,66,0,4,0,0,62,32,0.0,62,62,0,100.0
2026-05-18,MFC004,PRD0150,58,9,0,0,0,67,38,0.0,67,67,0,100.0
2026-05-18,MFC004,PRD0118,91,0,0,1,0,90,41,0.0,90,90,0,100.0
2026-05-18,MFC004,PRD0033,46,24,0,0,0,70,37,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0256,71,0,4,0,1,66,33,0.0,66,66,0,100.0
2026-05-18,MFC004,PRD0095,73,0,1,0,0,72,24,0.0,72,72,0,100.0
2026-05-18,MFC004,PRD0282,64,0,6,0,0,58,27,0.0,58,58,0,100.0
2026-05-18,MFC004,PRD0011,70,0,0,1,0,69,31,0.0,69,69,0,100.0
2026-05-18,MFC004,PRD0358,91,0,2,0,0,89,17,0.0,89,90,1,98.89
2026-05-18,MFC004,PRD0003,67,0,0,0,0,67,20,0.0,67,67,0,100.0
2026-05-18,MFC004,PRD0084,71,4,6,0,2,67,32,0.0,67,66,-1,98.51
2026-05-18,MFC004,PRD0204,54,22,6,0,0,70,16,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0346,73,11,6,0,2,76,22,0.0,76,76,0,100.0
2026-05-18,MFC004,PRD0300,77,0,3,0,1,73,20,0.0,73,73,0,100.0
2026-05-18,MFC004,PRD0355,84,0,2,1,0,81,15,0.0,81,81,0,100.0
2026-05-18,MFC004,PRD0186,78,0,3,0,0,75,23,0.0,75,75,0,100.0
2026-05-18,MFC004,PRD0138,72,0,0,0,0,72,27,0.0,72,72,0,100.0
2026-05-18,MFC004,PRD0294,51,27,1,0,1,76,28,0.0,76,76,0,100.0
2026-05-18,MFC004,PRD0127,54,0,5,0,0,49,18,0.0,49,46,-3,93.88
2026-05-18,MFC004,PRD0116,71,0,0,0,0,71,36,0.0,71,71,0,100.0
2026-05-18,MFC004,PRD0074,64,0,1,0,1,62,42,0.0,62,62,0,100.0
2026-05-18,MFC004,PRD0137,69,0,3,0,0,66,32,0.0,66,64,-2,96.97
2026-05-18,MFC004,PRD0194,63,0,0,0,0,63,35,0.0,63,62,-1,98.41
2026-05-18,MFC004,PRD0048,68,14,3,0,0,79,30,0.0,79,79,0,100.0
2026-05-18,MFC004,PRD0061,62,0,0,0,1,61,28,0.0,61,63,2,96.83
2026-05-18,MFC004,PRD0140,61,0,1,1,2,57,14,0.0,57,57,0,100.0
2026-05-18,MFC004,PRD0298,56,10,0,0,0,66,25,0.0,66,66,0,100.0
2026-05-18,MFC004,PRD0126,86,0,0,0,0,86,19,0.0,86,86,0,100.0
2026-05-18,MFC004,PRD0046,65,0,2,0,0,63,34,0.0,63,63,0,100.0
2026-05-18,MFC004,PRD0159,74,0,7,0,0,67,37,0.0,67,67,0,100.0
2026-05-18,MFC004,PRD0386,75,4,1,0,0,78,43,0.0,78,78,0,100.0
2026-05-18,MFC004,PRD0339,76,4,2,1,0,77,42,0.0,77,77,0,100.0
2026-05-18,MFC004,PRD0134,78,0,0,0,1,77,29,0.0,77,77,0,100.0
2026-05-18,MFC004,PRD0066,65,15,0,0,1,79,35,0.0,79,79,0,100.0
2026-05-18,MFC004,PRD0349,60,0,0,0,0,60,32,0.0,60,62,2,96.77
2026-05-18,MFC004,PRD0132,90,0,0,1,0,89,39,0.0,89,89,0,100.0
2026-05-18,MFC004,PRD0337,73,0,1,1,0,71,22,0.0,71,72,1,98.61
2026-05-18,MFC004,PRD0164,72,0,2,0,0,70,23,0.0,70,71,1,98.59
2026-05-18,MFC004,PRD0243,82,0,3,0,0,79,21,0.0,79,79,0,100.0
2026-05-18,MFC004,PRD0278,70,0,1,1,0,68,31,0.0,68,68,0,100.0
2026-05-18,MFC004,PRD0375,75,8,3,1,0,79,43,0.0,79,79,0,100.0
2026-05-18,MFC004,PRD0363,72,0,1,0,1,70,40,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0027,90,0,4,1,2,83,44,0.0,83,83,0,100.0
2026-05-18,MFC004,PRD0279,69,0,3,0,0,66,28,0.0,66,66,0,100.0
2026-05-18,MFC004,PRD0233,77,0,2,0,2,73,43,0.0,73,73,0,100.0
2026-05-18,MFC004,PRD0072,71,0,0,0,0,71,24,0.0,71,73,2,97.26
2026-05-18,MFC004,PRD0191,76,7,3,1,1,78,22,0.0,78,78,0,100.0
2026-05-18,MFC004,PRD0248,73,0,2,1,0,70,28,0.0,70,70,0,100.0
2026-05-18,MFC004,PRD0021,51,21,3,0,0,69,30,0.0,69,69,0,100.0
2026-05-18,MFC004,PRD0102,97,0,1,1,0,95,24,0.0,95,95,0,100.0
2026-05-18,MFC004,PRD0246,56,0,0,0,1,55,35,0.0,55,55,0,100.0
2026-05-25,MFC004,PRD0006,37,36,9,0,0,64,40,0.0,64,64,0,100.0
2026-05-25,MFC004,PRD0160,66,14,10,0,0,70,21,0.0,70,70,0,100.0
2026-05-25,MFC004,PRD0323,68,11,7,0,0,72,31,0.0,72,72,0,100.0
2026-05-25,MFC004,PRD0025,64,0,2,0,2,60,20,0.0,60,60,0,100.0
2026-05-25,MFC004,PRD0314,46,18,1,0,0,63,35,0.0,63,63,0,100.0
2026-05-25,MFC004,PRD0155,70,0,4,0,0,66,18,0.0,66,66,0,100.0
2026-05-25,MFC004,PRD0303,68,0,3,1,0,64,15,0.0,64,64,0,100.0
2026-05-25,MFC004,PRD0088,71,0,1,1,1,68,40,0.0,68,68,0,100.0
2026-05-25,MFC004,PRD0295,68,0,5,0,0,63,14,0.0,63,62,-1,98.41
2026-05-25,MFC004,PRD0304,70,0,3,0,1,66,23,0.0,66,66,0,100.0
2026-05-25,MFC004,PRD0281,64,0,3,0,1,60,24,0.0,60,60,0,100.0
2026-05-25,MFC004,PRD0393,47,0,5,0,1,41,27,0.0,41,42,1,97.62
2026-05-25,MFC004,PRD0345,71,4,4,0,0,71,24,0.0,71,71,0,100.0
2026-05-25,MFC004,PRD0306,63,0,7,0,2,54,24,0.0,54,54,0,100.0
2026-05-25,MFC004,PRD0106,76,0,3,0,0,73,31,0.0,73,73,0,100.0
2026-05-25,MFC004,PRD0388,64,1,9,0,0,56,15,0.0,56,58,2,96.55
2026-05-25,MFC004,PRD0168,78,0,0,0,0,78,17,0.0,78,78,0,100.0
2026-05-25,MFC004,PRD0359,58,0,3,1,0,54,38,0.0,54,54,0,100.0
2026-05-25,MFC004,PRD0201,85,0,0,0,0,85,13,0.0,85,84,-1,98.82
2026-05-25,MFC004,PRD0397,48,0,2,1,0,45,38,0.0,45,45,0,100.0
2026-05-25,MFC004,PRD0007,53,0,0,1,0,52,44,0.0,52,52,0,100.0
2026-05-25,MFC004,PRD0152,70,0,6,0,0,64,38,0.0,64,64,0,100.0
2026-05-25,MFC004,PRD0192,66,0,8,0,0,58,18,0.0,58,59,1,98.31
2026-05-25,MFC004,PRD0113,78,0,1,0,0,77,30,0.0,77,77,0,100.0
2026-05-25,MFC004,PRD0145,75,0,1,0,0,74,20,0.0,74,75,1,98.67
2026-05-25,MFC004,PRD0280,78,0,2,0,2,74,13,0.0,74,74,0,100.0
2026-05-25,MFC004,PRD0321,74,0,3,0,1,70,14,0.0,70,70,0,100.0
2026-05-25,MFC004,PRD0391,88,0,1,0,1,86,15,0.0,86,86,0,100.0
2026-05-25,MFC004,PRD0367,70,5,1,0,0,74,27,0.0,74,74,0,100.0
2026-05-25,MFC004,PRD0394,62,11,2,0,0,71,16,0.0,71,71,0,100.0
2026-05-25,MFC004,PRD0150,67,0,3,0,0,64,23,0.0,64,64,0,100.0
2026-05-25,MFC004,PRD0118,90,0,4,0,2,84,25,0.0,84,84,0,100.0
2026-05-25,MFC004,PRD0033,70,0,1,0,1,68,37,0.0,68,68,0,100.0
2026-05-25,MFC004,PRD0256,66,0,3,0,0,63,23,0.0,63,64,1,98.44
2026-05-25,MFC004,PRD0095,72,0,0,3,0,69,39,0.0,69,69,0,100.0
2026-05-25,MFC004,PRD0282,58,0,1,0,0,57,34,0.0,57,57,0,100.0
2026-05-25,MFC004,PRD0011,69,6,2,0,0,73,38,0.0,73,73,0,100.0
2026-05-25,MFC004,PRD0358,89,0,0,0,0,89,28,0.0,89,90,1,98.89
2026-05-25,MFC004,PRD0003,67,12,1,0,0,78,20,0.0,78,78,0,100.0
2026-05-25,MFC004,PRD0084,67,0,1,1,2,63,16,0.0,63,63,0,100.0
2026-05-25,MFC004,PRD0204,70,0,4,1,0,65,24,0.0,65,65,0,100.0
2026-05-25,MFC004,PRD0346,76,8,3,1,6,74,23,0.0,74,74,0,100.0
2026-05-25,MFC004,PRD0300,73,0,2,0,0,71,40,0.0,71,71,0,100.0
2026-05-25,MFC004,PRD0355,81,0,0,0,0,81,14,0.0,81,81,0,100.0
2026-05-25,MFC004,PRD0186,75,0,3,0,0,72,43,0.0,72,72,0,100.0
2026-05-25,MFC004,PRD0138,72,0,1,1,1,69,41,0.0,69,72,3,95.83
2026-05-25,MFC004,PRD0294,76,0,1,1,0,74,43,0.0,74,74,0,100.0
2026-05-25,MFC004,PRD0127,49,26,0,1,1,73,41,0.0,73,73,0,100.0
2026-05-25,MFC004,PRD0116,71,0,1,0,0,70,29,0.0,70,69,-1,98.57
2026-05-25,MFC004,PRD0074,62,0,0,1,1,60,16,0.0,60,60,0,100.0
2026-05-25,MFC004,PRD0137,66,0,2,0,0,64,40,0.0,64,62,-2,96.88
2026-05-25,MFC004,PRD0194,63,0,1,0,1,61,19,0.0,61,61,0,100.0
2026-05-25,MFC004,PRD0048,79,0,0,0,0,79,44,0.0,79,79,0,100.0
2026-05-25,MFC004,PRD0061,61,0,4,0,0,57,27,0.0,57,57,0,100.0
2026-05-25,MFC004,PRD0140,57,1,0,0,0,58,22,0.0,58,59,1,98.31
2026-05-25,MFC004,PRD0298,66,0,1,0,0,65,28,0.0,65,66,1,98.48
2026-05-25,MFC004,PRD0126,86,0,0,0,0,86,22,0.0,86,86,0,100.0
2026-05-25,MFC004,PRD0046,63,0,4,0,0,59,23,0.0,59,60,1,98.33
2026-05-25,MFC004,PRD0159,67,10,1,0,0,76,29,0.0,76,76,0,100.0
2026-05-25,MFC004,PRD0386,78,0,2,0,0,76,31,0.0,76,76,0,100.0
2026-05-25,MFC004,PRD0339,77,0,4,0,0,73,18,0.0,73,73,0,100.0
2026-05-25,MFC004,PRD0134,77,0,0,0,0,77,27,0.0,77,77,0,100.0
2026-05-25,MFC004,PRD0066,79,6,3,2,2,78,41,0.0,78,78,0,100.0
2026-05-25,MFC004,PRD0349,60,0,0,0,2,58,22,0.0,58,58,0,100.0
2026-05-25,MFC004,PRD0132,89,0,0,0,1,88,14,0.0,88,88,0,100.0
2026-05-25,MFC004,PRD0337,71,0,0,0,0,71,44,0.0,71,72,1,98.61
2026-05-25,MFC004,PRD0164,70,0,1,1,0,68,19,0.0,68,68,0,100.0
2026-05-25,MFC004,PRD0243,79,0,2,0,0,77,32,0.0,77,77,0,100.0
2026-05-25,MFC004,PRD0278,68,14,2,1,1,78,18,0.0,78,78,0,100.0
2026-05-25,MFC004,PRD0375,79,0,0,0,0,79,31,0.0,79,79,0,100.0
2026-05-25,MFC004,PRD0363,70,0,2,0,1,67,12,0.0,67,68,1,98.53
2026-05-25,MFC004,PRD0027,83,0,0,1,2,80,14,0.0,80,79,-1,98.75
2026-05-25,MFC004,PRD0279,66,0,0,0,0,66,15,0.0,66,66,0,100.0
2026-05-25,MFC004,PRD0233,73,0,1,0,0,72,20,0.0,72,72,0,100.0
2026-05-25,MFC004,PRD0072,71,0,4,0,2,65,42,0.0,65,65,0,100.0
2026-05-25,MFC004,PRD0191,78,0,3,0,0,75,37,0.0,75,75,0,100.0
2026-05-25,MFC004,PRD0248,70,0,0,0,0,70,12,0.0,70,70,0,100.0
2026-05-25,MFC004,PRD0021,69,0,1,0,0,68,32,0.0,68,69,1,98.55
2026-05-25,MFC004,PRD0102,95,0,1,1,2,91,14,0.0,91,92,1,98.91
2026-05-25,MFC004,PRD0246,55,0,3,0,1,51,43,0.0,51,51,0,100.0
2026-06-01,MFC004,PRD0006,64,9,8,0,1,64,38,0.0,64,64,0,100.0
2026-06-01,MFC004,PRD0160,70,0,3,0,0,67,35,0.0,67,68,1,98.53
2026-06-01,MFC004,PRD0323,72,0,4,1,0,67,26,0.0,67,67,0,100.0
2026-06-01,MFC004,PRD0025,60,17,0,0,0,77,40,0.0,77,77,0,100.0
2026-06-01,MFC004,PRD0314,63,19,4,0,1,77,41,0.0,77,77,0,100.0
2026-06-01,MFC004,PRD0155,66,0,2,1,3,60,18,0.0,60,60,0,100.0
2026-06-01,MFC004,PRD0303,64,0,0,0,1,63,40,0.0,63,63,0,100.0
2026-06-01,MFC004,PRD0088,68,0,4,0,0,64,36,0.0,64,64,0,100.0
2026-06-01,MFC004,PRD0295,63,13,3,0,0,73,40,0.0,73,73,0,100.0
2026-06-01,MFC004,PRD0304,66,0,1,0,0,65,13,0.0,65,66,1,98.48
2026-06-01,MFC004,PRD0281,60,8,4,0,0,64,33,0.0,64,64,0,100.0
2026-06-01,MFC004,PRD0393,41,5,1,1,0,44,12,0.0,44,44,0,100.0
2026-06-01,MFC004,PRD0345,71,0,2,0,0,69,19,0.0,69,69,0,100.0
2026-06-01,MFC004,PRD0306,54,15,7,0,2,60,42,0.0,60,60,0,100.0
2026-06-01,MFC004,PRD0106,73,0,0,1,0,72,39,0.0,72,72,0,100.0
2026-06-01,MFC004,PRD0388,56,17,3,0,0,70,31,0.0,70,71,1,98.59
2026-06-01,MFC004,PRD0168,78,0,6,0,0,72,44,0.0,72,72,0,100.0
2026-06-01,MFC004,PRD0359,54,0,3,0,0,51,27,0.0,51,51,0,100.0
2026-06-01,MFC004,PRD0201,85,0,0,0,0,85,16,0.0,85,84,-1,98.82
2026-06-01,MFC004,PRD0397,45,12,1,0,1,55,27,0.0,55,55,0,100.0
2026-06-01,MFC004,PRD0007,52,0,4,0,0,48,23,0.0,48,48,0,100.0
2026-06-01,MFC004,PRD0152,64,0,0,0,0,64,30,0.0,64,64,0,100.0
2026-06-01,MFC004,PRD0192,58,4,0,0,0,62,27,0.0,62,64,2,96.88
2026-06-01,MFC004,PRD0113,77,0,0,0,0,77,14,0.0,77,77,0,100.0
2026-06-01,MFC004,PRD0145,74,0,4,1,0,69,25,0.0,69,69,0,100.0
2026-06-01,MFC004,PRD0280,74,0,0,1,1,72,44,0.0,72,72,0,100.0
2026-06-01,MFC004,PRD0321,70,0,8,0,0,62,29,0.0,62,62,0,100.0
2026-06-01,MFC004,PRD0391,86,0,5,1,1,79,18,0.0,79,79,0,100.0
2026-06-01,MFC004,PRD0367,74,0,1,0,0,73,34,0.0,73,73,0,100.0
2026-06-01,MFC004,PRD0394,71,0,0,0,0,71,14,0.0,71,71,0,100.0
2026-06-01,MFC004,PRD0150,64,0,4,1,0,59,28,0.0,59,58,-1,98.31
2026-06-01,MFC004,PRD0118,84,0,6,0,0,78,36,0.0,78,78,0,100.0
2026-06-01,MFC004,PRD0033,68,0,1,1,0,66,15,0.0,66,66,0,100.0
2026-06-01,MFC004,PRD0256,63,14,0,0,0,77,26,0.0,77,78,1,98.72
2026-06-01,MFC004,PRD0095,69,0,6,0,0,63,37,0.0,63,63,0,100.0
2026-06-01,MFC004,PRD0282,57,0,1,1,0,55,38,0.0,55,57,2,96.49
2026-06-01,MFC004,PRD0011,73,4,0,0,1,76,32,0.0,76,75,-1,98.68
2026-06-01,MFC004,PRD0358,89,0,2,1,0,86,17,0.0,86,86,0,100.0
2026-06-01,MFC004,PRD0003,78,0,7,1,1,69,24,0.0,69,72,3,95.83
2026-06-01,MFC004,PRD0084,63,10,1,1,1,70,41,0.0,70,70,0,100.0
2026-06-01,MFC004,PRD0204,65,9,5,0,1,68,36,0.0,68,68,0,100.0
2026-06-01,MFC004,PRD0346,74,0,0,0,0,74,28,0.0,74,74,0,100.0
2026-06-01,MFC004,PRD0300,71,10,2,0,0,79,25,0.0,79,78,-1,98.73
2026-06-01,MFC004,PRD0355,81,0,0,2,0,79,37,0.0,79,81,2,97.53
2026-06-01,MFC004,PRD0186,72,2,2,0,0,72,16,0.0,72,72,0,100.0
2026-06-01,MFC004,PRD0138,69,12,3,1,0,77,26,0.0,77,77,0,100.0
2026-06-01,MFC004,PRD0294,74,0,0,0,0,74,16,0.0,74,74,0,100.0
2026-06-01,MFC004,PRD0127,73,0,3,0,3,67,17,0.0,67,67,0,100.0
2026-06-01,MFC004,PRD0116,70,0,1,1,0,68,34,0.0,68,68,0,100.0
2026-06-01,MFC004,PRD0074,60,6,4,1,0,61,43,0.0,61,61,0,100.0
2026-06-01,MFC004,PRD0137,64,0,1,0,0,63,32,0.0,63,63,0,100.0
2026-06-01,MFC004,PRD0194,61,0,1,2,0,58,27,0.0,58,58,0,100.0
2026-06-01,MFC004,PRD0048,79,0,1,0,0,78,31,0.0,78,78,0,100.0
2026-06-01,MFC004,PRD0061,57,16,0,0,0,73,24,0.0,73,73,0,100.0
2026-06-01,MFC004,PRD0140,58,0,0,0,0,58,16,0.0,58,58,0,100.0
2026-06-01,MFC004,PRD0298,65,0,2,0,3,60,14,0.0,60,60,0,100.0
2026-06-01,MFC004,PRD0126,86,0,0,0,0,86,29,0.0,86,86,0,100.0
2026-06-01,MFC004,PRD0046,59,0,1,0,0,58,12,0.0,58,58,0,100.0
2026-06-01,MFC004,PRD0159,76,0,2,0,1,73,26,0.0,73,73,0,100.0
2026-06-01,MFC004,PRD0386,76,0,1,0,0,75,33,0.0,75,75,0,100.0
2026-06-01,MFC004,PRD0339,73,0,1,0,0,72,14,0.0,72,74,2,97.3
2026-06-01,MFC004,PRD0134,77,0,0,0,1,76,39,0.0,76,77,1,98.7
2026-06-01,MFC004,PRD0066,78,0,2,0,0,76,22,0.0,76,78,2,97.44
2026-06-01,MFC004,PRD0349,58,0,2,0,0,56,21,0.0,56,56,0,100.0
2026-06-01,MFC004,PRD0132,88,0,1,0,0,87,38,0.0,87,87,0,100.0
2026-06-01,MFC004,PRD0337,71,0,3,0,0,68,22,0.0,68,68,0,100.0
2026-06-01,MFC004,PRD0164,68,5,2,0,0,71,16,0.0,71,71,0,100.0
2026-06-01,MFC004,PRD0243,77,0,0,1,0,76,16,0.0,76,76,0,100.0
2026-06-01,MFC004,PRD0278,78,0,0,0,0,78,23,0.0,78,78,0,100.0
2026-06-01,MFC004,PRD0375,79,0,2,0,0,77,32,0.0,77,77,0,100.0
2026-06-01,MFC004,PRD0363,67,0,0,0,0,67,23,0.0,67,67,0,100.0
2026-06-01,MFC004,PRD0027,80,0,2,1,1,76,36,0.0,76,76,0,100.0
2026-06-01,MFC004,PRD0279,66,7,6,0,0,67,34,0.0,67,67,0,100.0
2026-06-01,MFC004,PRD0233,72,0,0,0,1,71,22,0.0,71,72,1,98.61
2026-06-01,MFC004,PRD0072,65,7,0,0,0,72,18,0.0,72,72,0,100.0
2026-06-01,MFC004,PRD0191,75,0,0,0,1,74,42,0.0,74,75,1,98.67
2026-06-01,MFC004,PRD0248,70,0,2,0,0,68,40,0.0,68,68,0,100.0
2026-06-01,MFC004,PRD0021,68,0,0,0,0,68,37,0.0,68,71,3,95.77
2026-06-01,MFC004,PRD0102,91,0,2,0,0,89,18,0.0,89,90,1,98.89
2026-06-01,MFC004,PRD0246,51,23,1,1,0,72,35,0.0,72,72,0,100.0
2026-06-08,MFC004,PRD0006,64,0,8,0,0,56,37,0.0,56,56,0,100.0
2026-06-08,MFC004,PRD0160,67,13,10,0,0,70,41,0.0,70,70,0,100.0
2026-06-08,MFC004,PRD0323,67,0,9,0,1,57,28,0.0,57,59,2,96.61
2026-06-08,MFC004,PRD0025,77,0,6,1,1,69,38,0.0,69,71,2,97.18
2026-06-08,MFC004,PRD0314,77,0,5,1,0,71,18,0.0,71,71,0,100.0
