order_item_id,order_id,product_id,quantity_ordered,quantity_fulfilled,unit_mrp,unit_selling_price,line_discount_amount,item_revenue,item_cost,gross_margin,stock_available_at_order,substitution_flag
ORD0003012-01,ORD0003012,PRD0223,1,1,494.3,455.61,38.69,455.61,340.04,115.57,3,N
ORD0003012-02,ORD0003012,PRD0074,2,2,346.34,319.75,53.18,639.5,393.32,246.18,11,N
ORD0003013-01,ORD0003013,PRD0268,1,1,46.92,44.17,2.75,44.17,26.81,17.36,6,N
ORD0003013-02,ORD0003013,PRD0397,1,1,53.6,53.32,0.28,53.32,30.92,22.4,12,N
ORD0003013-03,ORD0003013,PRD0099,2,2,130.91,123.45,14.92,246.9,166.76,80.14,8,N
ORD0003014-01,ORD0003014,PRD0155,2,2,25.21,22.2,6.02,44.4,38.5,5.9,7,N
ORD0003014-02,ORD0003014,PRD0032,1,1,597.79,550.02,47.77,550.02,378.07,171.95,0,Y
ORD0003014-03,ORD0003014,PRD0277,1,1,80.43,76.87,3.56,76.87,64.41,12.46,7,N
ORD0003015-01,ORD0003015,PRD0292,1,1,211.73,193.58,18.15,193.58,118.49,75.09,12,N
ORD0003015-02,ORD0003015,PRD0118,1,1,145.96,136.15,9.81,136.15,106.43,29.72,2,N
ORD0003015-03,ORD0003015,PRD0325,1,1,1993.04,1796.12,196.92,1796.12,1240.37,555.75,6,N
ORD0003015-04,ORD0003015,PRD0340,1,1,103.96,95.7,8.26,95.7,79.22,16.48,6,N
ORD0003016-01,ORD0003016,PRD0295,1,1,59.98,53.1,6.88,53.1,39.54,13.56,7,N
ORD0003016-02,ORD0003016,PRD0229,2,2,159.23,157.03,4.4,314.06,247.52,66.54,4,N
ORD0003016-03,ORD0003016,PRD0192,3,3,1165.23,1159.3,17.79,3477.9,2588.4,889.5,8,N
ORD0003017-01,ORD0003017,PRD0118,1,1,145.96,128.86,17.1,128.86,106.43,22.43,3,N
ORD0003017-02,ORD0003017,PRD0139,1,1,995.89,988.78,7.11,988.78,750.2,238.58,3,N
ORD0003017-03,ORD0003017,PRD0164,1,1,37.61,36.14,1.47,36.14,28.66,7.48,7,N
ORD0003018-01,ORD0003018,PRD0168,2,2,155.92,146.88,18.08,293.76,201.8,91.96,12,N
ORD0003018-02,ORD0003018,PRD0156,2,2,360.32,292.91,134.82,585.82,454.78,131.04,2,N
ORD0003019-01,ORD0003019,PRD0129,2,2,169.79,156.52,26.54,313.04,190.66,122.38,5,N
ORD0003019-02,ORD0003019,PRD0391,1,1,380.24,366.99,13.25,366.99,307.45,59.54,10,N
ORD0003019-03,ORD0003019,PRD0095,1,1,59.74,55.28,4.46,55.28,40.05,15.23,6,N
ORD0003019-04,ORD0003019,PRD0156,1,1,360.32,317.56,42.76,317.56,227.39,90.17,2,N
ORD0003020-01,ORD0003020,PRD0132,1,1,130.15,121.12,9.03,121.12,73.86,47.26,11,N
ORD0003020-02,ORD0003020,PRD0277,1,1,80.43,80.42,0.01,80.42,64.41,16.01,12,N
ORD0003020-03,ORD0003020,PRD0150,1,1,490.74,456.49,34.25,456.49,382.71,73.78,1,N
ORD0003020-04,ORD0003020,PRD0034,1,1,28.45,26.59,1.86,26.59,23.23,3.36,7,N
ORD0003020-05,ORD0003020,PRD0397,1,1,53.6,50.35,3.25,50.35,30.92,19.43,11,N
ORD0003020-06,ORD0003020,PRD0303,1,1,50.63,50.33,0.3,50.33,39.02,11.31,1,N
ORD0003021-01,ORD0003021,PRD0291,1,1,80.66,76.15,4.51,76.15,65.67,10.48,10,N
ORD0003021-02,ORD0003021,PRD0359,2,2,346.27,305.66,81.22,611.32,493.04,118.28,5,N
ORD0003021-03,ORD0003021,PRD0294,1,1,326.18,291.87,34.31,291.87,201.82,90.05,2,N
ORD0003022-01,ORD0003022,PRD0147,1,1,192.88,188.64,4.24,188.64,145.0,43.64,9,N
ORD0003022-02,ORD0003022,PRD0215,1,1,164.37,156.08,8.29,156.08,129.44,26.64,0,Y
ORD0003022-03,ORD0003022,PRD0343,2,2,69.22,62.06,14.32,124.12,86.7,37.42,13,N
ORD0003022-04,ORD0003022,PRD0201,1,1,58.44,55.86,2.58,55.86,45.44,10.42,1,N
ORD0003023-01,ORD0003023,PRD0006,2,2,98.39,96.12,4.54,192.24,112.14,80.1,10,N
ORD0003023-02,ORD0003023,PRD0348,2,2,266.16,242.68,46.96,485.36,436.0,49.36,11,N
ORD0003023-03,ORD0003023,PRD0217,2,2,249.18,226.81,44.74,453.62,343.1,110.52,3,N
ORD0003023-04,ORD0003023,PRD0379,1,1,800.37,760.1,40.27,760.1,601.13,158.97,6,N
ORD0003023-05,ORD0003023,PRD0244,1,1,868.1,764.4,103.7,764.4,666.87,97.53,2,N
ORD0003024-01,ORD0003024,PRD0007,2,2,120.33,115.51,9.64,231.02,164.4,66.62,2,N
ORD0003024-02,ORD0003024,PRD0188,2,2,43.77,41.77,4.0,83.54,57.14,26.4,9,N
ORD0003024-03,ORD0003024,PRD0106,1,1,287.88,282.3,5.58,282.3,159.83,122.47,2,N
ORD0003025-01,ORD0003025,PRD0155,1,1,25.21,24.76,0.45,24.76,19.25,5.51,8,N
ORD0003025-02,ORD0003025,PRD0284,1,1,18.39,17.93,0.46,17.93,12.37,5.56,7,N
ORD0003025-03,ORD0003025,PRD0132,1,1,130.15,129.52,0.63,129.52,73.86,55.66,3,N
ORD0003025-04,ORD0003025,PRD0187,2,2,235.18,234.24,1.88,468.48,279.22,189.26,10,N
ORD0003025-05,ORD0003025,PRD0240,1,1,27.53,25.81,1.72,25.81,16.04,9.77,2,N
ORD0003026-01,ORD0003026,PRD0066,2,2,68.31,67.97,0.68,135.94,101.32,34.62,12,N
ORD0003026-02,ORD0003026,PRD0168,1,1,155.92,145.06,10.86,145.06,100.9,44.16,8,N
ORD0003026-03,ORD0003026,PRD0342,1,0,122.98,115.64,0.0,0.0,0.0,0.0,0,N
ORD0003027-01,ORD0003027,PRD0385,1,1,167.52,139.01,28.51,139.01,127.84,11.17,3,N
ORD0003027-02,ORD0003027,PRD0145,1,0,230.77,196.31,0.0,0.0,0.0,0.0,0,N
ORD0003027-03,ORD0003027,PRD0358,1,1,602.35,506.27,96.08,506.27,397.5,108.77,12,N
ORD0003027-04,ORD0003027,PRD0006,1,1,98.39,94.11,4.28,94.11,56.07,38.04,7,N
ORD0003028-01,ORD0003028,PRD0054,1,1,236.09,213.09,23.0,213.09,141.01,72.08,4,N
ORD0003028-02,ORD0003028,PRD0023,1,1,122.84,120.55,2.29,120.55,74.63,45.92,11,N
ORD0003028-03,ORD0003028,PRD0381,2,2,136.44,123.33,26.22,246.66,155.68,90.98,8,N
ORD0003028-04,ORD0003028,PRD0006,1,1,98.39,96.39,2.0,96.39,56.07,40.32,4,N
ORD0003028-05,ORD0003028,PRD0295,1,1,59.98,53.62,6.36,53.62,39.54,14.08,12,N
ORD0003028-06,ORD0003028,PRD0118,1,1,145.96,131.14,14.82,131.14,106.43,24.71,3,N
ORD0003029-01,ORD0003029,PRD0033,1,1,231.15,222.18,8.97,222.18,176.33,45.85,2,N
ORD0003029-02,ORD0003029,PRD0116,1,1,161.43,159.39,2.04,159.39,132.3,27.09,8,N
ORD0003030-01,ORD0003030,PRD0160,4,4,221.65,200.43,84.88,801.72,517.56,284.16,7,N
ORD0003030-02,ORD0003030,PRD0033,3,1,231.15,211.68,19.47,211.68,176.33,35.35,1,N
ORD0003030-03,ORD0003030,PRD0126,1,1,130.77,121.86,8.91,121.86,99.76,22.1,0,Y
ORD0003031-01,ORD0003031,PRD0095,1,1,59.74,54.28,5.46,54.28,40.05,14.23,4,N
ORD0003031-02,ORD0003031,PRD0160,2,2,221.65,196.98,49.34,393.96,258.78,135.18,0,Y
ORD0003031-03,ORD0003031,PRD0007,1,1,120.33,115.11,5.22,115.11,82.2,32.91,2,N
ORD0003032-01,ORD0003032,PRD0388,1,1,594.5,584.68,9.82,584.68,470.21,114.47,3,N
ORD0003032-02,ORD0003032,PRD0381,4,4,136.44,129.62,27.28,518.48,311.36,207.12,8,N
ORD0003032-03,ORD0003032,PRD0025,1,1,51.51,48.21,3.3,48.21,36.03,12.18,2,N
ORD0003032-04,ORD0003032,PRD0391,1,1,380.24,373.12,7.12,373.12,307.45,65.67,1,N
ORD0003032-05,ORD0003032,PRD0306,2,2,195.29,185.15,20.28,370.3,286.5,83.8,2,N
ORD0003032-06,ORD0003032,PRD0385,1,1,167.52,162.64,4.88,162.64,127.84,34.8,12,N
ORD0003033-01,ORD0003033,PRD0130,1,0,228.61,205.14,0.0,0.0,0.0,0.0,0,N
ORD0003033-02,ORD0003033,PRD0168,2,2,155.92,144.96,21.92,289.92,201.8,88.12,10,N
ORD0003033-03,ORD0003033,PRD0256,1,1,413.52,340.64,72.88,340.64,277.44,63.2,3,N
ORD0003034-01,ORD0003034,PRD0168,3,3,155.92,151.16,14.28,453.48,302.7,150.78,11,N
ORD0003034-02,ORD0003034,PRD0005,2,2,60.34,53.22,14.24,106.44,75.14,31.3,8,N
ORD0003034-03,ORD0003034,PRD0091,3,3,10.25,9.38,2.61,28.14,24.0,4.14,11,N
ORD0003035-01,ORD0003035,PRD0245,1,0,203.69,185.57,0.0,0.0,0.0,0.0,0,N
ORD0003035-02,ORD0003035,PRD0145,2,2,230.77,207.77,46.0,415.54,359.96,55.58,3,N
ORD0003035-03,ORD0003035,PRD0025,2,2,51.51,49.53,3.96,99.06,72.06,27.0,8,N
ORD0003036-01,ORD0003036,PRD0386,1,1,74.89,71.87,3.02,71.87,42.0,29.87,12,N
ORD0003037-01,ORD0003037,PRD0016,1,1,52.93,52.02,0.91,52.02,31.01,21.01,4,N
ORD0003037-02,ORD0003037,PRD0137,1,1,216.98,210.27,6.71,210.27,137.08,73.19,11,N
ORD0003037-03,ORD0003037,PRD0003,1,1,18.3,17.79,0.51,17.79,10.42,7.37,6,N
ORD0003037-04,ORD0003037,PRD0293,2,2,29.13,28.04,2.18,56.08,38.84,17.24,9,N
ORD0003037-05,ORD0003037,PRD0025,1,1,51.51,48.36,3.15,48.36,36.03,12.33,7,N
ORD0003038-01,ORD0003038,PRD0367,3,0,91.24,90.88,0.0,0.0,0.0,0.0,0,N
ORD0003038-02,ORD0003038,PRD0023,2,2,122.84,122.78,0.12,245.56,149.26,96.3,2,N
ORD0003039-01,ORD0003039,PRD0323,1,1,73.72,71.69,2.03,71.69,45.92,25.77,1,N
ORD0003039-02,ORD0003039,PRD0278,1,1,555.06,497.17,57.89,497.17,307.23,189.94,11,N
ORD0003039-03,ORD0003039,PRD0160,1,1,221.65,202.25,19.4,202.25,129.39,72.86,9,N
ORD0003039-04,ORD0003039,PRD0204,1,1,217.26,193.11,24.15,193.11,162.51,30.6,0,Y
ORD0003040-01,ORD0003040,PRD0329,1,1,152.03,140.35,11.68,140.35,97.43,42.92,12,N
ORD0003040-02,ORD0003040,PRD0092,1,1,201.81,181.96,19.85,181.96,146.99,34.97,7,N
ORD0003040-03,ORD0003040,PRD0152,1,1,142.62,129.44,13.18,129.44,81.15,48.29,9,N
ORD0003041-01,ORD0003041,PRD0009,2,2,304.3,269.37,69.86,538.74,435.52,103.22,12,N
ORD0003041-02,ORD0003041,PRD0070,2,2,1766.58,1679.69,173.78,3359.38,2239.7,1119.68,13,N
ORD0003041-03,ORD0003041,PRD0303,2,2,50.63,49.3,2.66,98.6,78.04,20.56,10,N
ORD0003042-01,ORD0003042,PRD0096,1,1,202.7,198.84,3.86,198.84,122.86,75.98,9,N
ORD0003042-02,ORD0003042,PRD0023,1,1,122.84,115.75,7.09,115.75,74.63,41.12,8,N
ORD0003043-01,ORD0003043,PRD0295,2,2,59.98,57.93,4.1,115.86,79.08,36.78,4,N
ORD0003044-01,ORD0003044,PRD0006,4,4,98.39,90.86,30.12,363.44,224.28,139.16,10,N
ORD0003044-02,ORD0003044,PRD0063,1,1,109.0,101.8,7.2,101.8,66.36,35.44,6,N
ORD0003044-03,ORD0003044,PRD0170,2,2,158.5,136.16,44.68,272.32,180.94,91.38,7,N
ORD0003044-04,ORD0003044,PRD0043,1,1,16.99,14.78,2.21,14.78,11.62,3.16,7,N
ORD0003044-05,ORD0003044,PRD0118,2,2,145.96,136.13,19.66,272.26,212.86,59.4,10,N
ORD0003044-06,ORD0003044,PRD0194,3,3,76.35,62.56,41.37,187.68,159.63,28.05,13,N
ORD0003044-07,ORD0003044,PRD0300,1,1,17.73,14.99,2.74,14.99,11.05,3.94,7,N
ORD0003045-01,ORD0003045,PRD0036,2,2,91.94,82.94,18.0,165.88,138.5,27.38,12,N
ORD0003045-02,ORD0003045,PRD0388,1,1,594.5,534.75,59.75,534.75,470.21,64.54,12,N
ORD0003045-03,ORD0003045,PRD0016,1,1,52.93,48.9,4.03,48.9,31.01,17.89,4,N
ORD0003046-01,ORD0003046,PRD0280,2,2,440.29,409.4,61.78,818.8,602.82,215.98,6,N
ORD0003047-01,ORD0003047,PRD0099,1,1,130.91,111.84,19.07,111.84,83.38,28.46,12,N
ORD0003047-02,ORD0003047,PRD0171,1,1,60.68,53.72,6.96,53.72,38.77,14.95,3,N
ORD0003047-03,ORD0003047,PRD0165,2,2,83.33,76.27,14.12,152.54,128.22,24.32,5,N
ORD0003047-04,ORD0003047,PRD0002,1,1,430.31,354.91,75.4,354.91,307.5,47.41,0,Y
ORD0003047-05,ORD0003047,PRD0313,1,1,823.32,717.36,105.96,717.36,643.63,73.73,1,N
ORD0003048-01,ORD0003048,PRD0155,3,3,25.21,23.31,5.7,69.93,57.75,12.18,3,N
ORD0003048-02,ORD0003048,PRD0152,1,1,142.62,132.41,10.21,132.41,81.15,51.26,12,N
ORD0003048-03,ORD0003048,PRD0117,1,1,60.57,56.3,4.27,56.3,39.17,17.13,7,N
ORD0003048-04,ORD0003048,PRD0396,1,1,627.27,626.9,0.37,626.9,432.28,194.62,7,N
ORD0003049-01,ORD0003049,PRD0181,1,1,517.08,484.16,32.92,484.16,408.75,75.41,1,N
ORD0003049-02,ORD0003049,PRD0300,1,1,17.73,17.13,0.6,17.13,11.05,6.08,12,N
ORD0003049-03,ORD0003049,PRD0194,1,1,76.35,73.76,2.59,73.76,53.21,20.55,6,N
ORD0003050-01,ORD0003050,PRD0004,1,1,538.11,490.48,47.63,490.48,352.7,137.78,4,N
ORD0003050-02,ORD0003050,PRD0033,1,1,231.15,206.74,24.41,206.74,176.33,30.41,7,N
ORD0003050-03,ORD0003050,PRD0248,3,3,149.31,129.09,60.66,387.27,340.71,46.56,13,N
ORD0003050-04,ORD0003050,PRD0087,1,1,171.98,158.87,13.11,158.87,137.27,21.6,10,N
ORD0003050-05,ORD0003050,PRD0006,3,3,98.39,85.39,39.0,256.17,168.21,87.96,13,N
ORD0003051-01,ORD0003051,PRD0056,1,1,818.77,756.69,62.08,756.69,533.72,222.97,5,N
ORD0003051-02,ORD0003051,PRD0323,2,2,73.72,67.06,13.32,134.12,91.84,42.28,8,N
ORD0003051-03,ORD0003051,PRD0384,2,2,779.86,695.26,169.2,1390.52,891.9,498.62,7,N
ORD0003051-04,ORD0003051,PRD0007,1,1,120.33,115.81,4.52,115.81,82.2,33.61,2,N
ORD0003052-01,ORD0003052,PRD0394,1,1,978.49,874.18,104.31,874.18,648.86,225.32,3,N
ORD0003052-02,ORD0003052,PRD0006,1,1,98.39,92.54,5.85,92.54,56.07,36.47,10,N
ORD0003052-03,ORD0003052,PRD0381,2,2,136.44,123.77,25.34,247.54,155.68,91.86,13,N
ORD0003052-04,ORD0003052,PRD0270,1,1,262.49,254.91,7.58,254.91,186.67,68.24,8,N
ORD0003053-01,ORD0003053,PRD0264,1,1,27.07,23.25,3.82,23.25,22.19,1.06,3,N
ORD0003053-02,ORD0003053,PRD0261,1,1,92.34,77.25,15.09,77.25,61.58,15.67,10,N
ORD0003053-03,ORD0003053,PRD0314,1,0,106.23,98.38,0.0,0.0,0.0,0.0,0,N
ORD0003053-04,ORD0003053,PRD0295,3,3,59.98,54.31,17.01,162.93,118.62,44.31,12,N
ORD0003053-05,ORD0003053,PRD0237,1,1,280.88,237.95,42.93,237.95,189.72,48.23,3,N
ORD0003054-01,ORD0003054,PRD0260,1,1,492.66,454.12,38.54,454.12,298.92,155.2,5,N
ORD0003054-02,ORD0003054,PRD0298,1,0,74.94,73.66,0.0,0.0,0.0,0.0,0,N
ORD0003055-01,ORD0003055,PRD0394,1,1,978.49,972.79,5.7,972.79,648.86,323.93,8,N
ORD0003055-02,ORD0003055,PRD0271,1,1,51.95,46.06,5.89,46.06,29.36,16.7,3,N
ORD0003055-03,ORD0003055,PRD0008,2,2,83.99,75.85,16.28,151.7,127.34,24.36,2,N
ORD0003056-01,ORD0003056,PRD0304,1,1,58.71,54.79,3.92,54.79,37.43,17.36,6,N
ORD0003056-02,ORD0003056,PRD0279,4,4,91.39,91.39,0.0,365.56,285.32,80.24,8,N
ORD0003056-03,ORD0003056,PRD0365,1,1,211.38,210.02,1.36,210.02,124.32,85.7,10,N
ORD0003056-04,ORD0003056,PRD0073,2,2,255.46,245.21,20.5,490.42,411.88,78.54,5,N
ORD0003057-01,ORD0003057,PRD0037,1,1,494.79,472.19,22.6,472.19,305.49,166.7,8,N
ORD0003057-02,ORD0003057,PRD0065,1,1,754.45,749.84,4.61,749.84,419.57,330.27,11,N
ORD0003057-03,ORD0003057,PRD0160,1,1,221.65,210.69,10.96,210.69,129.39,81.3,5,N
ORD0003058-01,ORD0003058,PRD0151,1,1,442.51,424.92,17.59,424.92,246.52,178.4,2,N
ORD0003058-02,ORD0003058,PRD0314,1,1,106.23,104.86,1.37,104.86,79.4,25.46,7,N
ORD0003058-03,ORD0003058,PRD0074,1,1,346.34,328.54,17.8,328.54,196.66,131.88,2,N
ORD0003058-04,ORD0003058,PRD0095,1,1,59.74,53.88,5.86,53.88,40.05,13.83,4,N
ORD0003058-05,ORD0003058,PRD0150,1,1,490.74,452.0,38.74,452.0,382.71,69.29,3,N
ORD0003058-06,ORD0003058,PRD0287,2,2,45.94,43.02,5.84,86.04,65.68,20.36,8,N
ORD0003059-01,ORD0003059,PRD0330,1,1,133.2,124.4,8.8,124.4,99.34,25.06,10,N
ORD0003059-02,ORD0003059,PRD0386,1,1,74.89,69.33,5.56,69.33,42.0,27.33,9,N
ORD0003059-03,ORD0003059,PRD0367,1,1,91.24,85.91,5.33,85.91,71.0,14.91,10,N
ORD0003059-04,ORD0003059,PRD0152,1,1,142.62,127.19,15.43,127.19,81.15,46.04,2,N
ORD0003060-01,ORD0003060,PRD0258,1,1,97.35,91.99,5.36,91.99,55.83,36.16,7,N
ORD0003060-02,ORD0003060,PRD0295,1,1,59.98,58.29,1.69,58.29,39.54,18.75,12,N
ORD0003060-03,ORD0003060,PRD0400,1,0,105.27,98.65,0.0,0.0,0.0,0.0,0,N
ORD0003061-01,ORD0003061,PRD0095,1,1,59.74,57.35,2.39,57.35,40.05,17.3,5,N
ORD0003061-02,ORD0003061,PRD0244,1,1,868.1,839.62,28.48,839.62,666.87,172.75,6,N
ORD0003062-01,ORD0003062,PRD0164,1,1,37.61,34.92,2.69,34.92,28.66,6.26,11,N
ORD0003062-02,ORD0003062,PRD0313,1,1,823.32,792.24,31.08,792.24,643.63,148.61,8,N
ORD0003062-03,ORD0003062,PRD0303,1,1,50.63,48.34,2.29,48.34,39.02,9.32,4,N
ORD0003062-04,ORD0003062,PRD0370,1,1,35.17,31.16,4.01,31.16,25.77,5.39,9,N
ORD0003063-01,ORD0003063,PRD0345,2,2,26.41,25.77,1.28,51.54,39.84,11.7,6,N
ORD0003063-02,ORD0003063,PRD0025,1,1,51.51,45.37,6.14,45.37,36.03,9.34,6,N
ORD0003063-03,ORD0003063,PRD0003,1,1,18.3,18.01,0.29,18.01,10.42,7.59,10,N
ORD0003063-04,ORD0003063,PRD0233,1,1,92.2,81.8,10.4,81.8,53.63,28.17,12,N
ORD0003063-05,ORD0003063,PRD0011,1,1,145.09,144.04,1.05,144.04,110.83,33.21,1,N
ORD0003063-06,ORD0003063,PRD0018,1,1,422.23,387.98,34.25,387.98,345.97,42.01,7,N
ORD0003064-01,ORD0003064,PRD0294,1,1,326.18,309.67,16.51,309.67,201.82,107.85,4,N
ORD0003065-01,ORD0003065,PRD0394,1,1,978.49,949.36,29.13,949.36,648.86,300.5,11,N
ORD0003065-02,ORD0003065,PRD0321,1,1,242.41,242.38,0.03,242.38,156.72,85.66,10,N
ORD0003065-03,ORD0003065,PRD0243,1,1,90.38,86.26,4.12,86.26,65.36,20.9,7,N
ORD0003065-04,ORD0003065,PRD0256,1,1,413.52,410.01,3.51,410.01,277.44,132.57,10,N
ORD0003065-05,ORD0003065,PRD0285,1,1,104.93,94.83,10.1,94.83,62.17,32.66,11,N
ORD0003065-06,ORD0003065,PRD0156,1,1,360.32,331.74,28.58,331.74,227.39,104.35,9,N
ORD0003066-01,ORD0003066,PRD0006,1,1,98.39,89.38,9.01,89.38,56.07,33.31,7,N
ORD0003066-02,ORD0003066,PRD0359,1,1,346.27,318.81,27.46,318.81,246.52,72.29,5,N
ORD0003066-03,ORD0003066,PRD0385,1,1,167.52,157.69,9.83,157.69,127.84,29.85,11,N
ORD0003066-04,ORD0003066,PRD0314,1,1,106.23,103.56,2.67,103.56,79.4,24.16,9,N
ORD0003066-05,ORD0003066,PRD0042,1,1,54.27,50.52,3.75,50.52,34.24,16.28,12,N
ORD0003067-01,ORD0003067,PRD0384,1,1,779.86,709.82,70.04,709.82,445.95,263.87,5,N
ORD0003067-02,ORD0003067,PRD0072,2,2,269.23,242.48,53.5,484.96,297.36,187.6,8,N
ORD0003067-03,ORD0003067,PRD0394,3,3,978.49,953.14,76.05,2859.42,1946.58,912.84,6,N
ORD0003068-01,ORD0003068,PRD0243,2,2,90.38,80.49,19.78,160.98,130.72,30.26,9,N
ORD0003068-02,ORD0003068,PRD0248,1,1,149.31,135.94,13.37,135.94,113.57,22.37,4,N
ORD0003068-03,ORD0003068,PRD0222,2,2,278.22,245.4,65.64,490.8,309.82,180.98,7,N
ORD0003069-01,ORD0003069,PRD0025,1,1,51.51,44.74,6.77,44.74,36.03,8.71,5,N
ORD0003069-02,ORD0003069,PRD0336,1,1,437.14,394.67,42.47,394.67,265.96,128.71,4,N
ORD0003070-01,ORD0003070,PRD0170,1,1,158.5,144.91,13.59,144.91,90.47,54.44,8,N
ORD0003070-02,ORD0003070,PRD0225,3,3,233.39,232.03,4.08,696.09,481.59,214.5,10,N
ORD0003070-03,ORD0003070,PRD0006,2,2,98.39,87.09,22.6,174.18,112.14,62.04,8,N
ORD0003070-04,ORD0003070,PRD0192,3,3,1165.23,1056.28,326.85,3168.84,2588.4,580.44,13,N
ORD0003071-01,ORD0003071,PRD0262,1,0,156.64,138.99,0.0,0.0,0.0,0.0,0,N
ORD0003071-02,ORD0003071,PRD0180,3,3,22.64,21.55,3.27,64.65,40.5,24.15,12,N
ORD0003071-03,ORD0003071,PRD0088,1,1,113.27,100.7,12.57,100.7,80.57,20.13,3,N
ORD0003071-04,ORD0003071,PRD0151,1,1,442.51,392.04,50.47,392.04,246.52,145.52,5,N
ORD0003071-05,ORD0003071,PRD0354,4,4,180.6,173.61,27.96,694.44,441.0,253.44,13,N
ORD0003072-01,ORD0003072,PRD0378,1,1,31.64,28.22,3.42,28.22,24.34,3.88,11,N
ORD0003072-02,ORD0003072,PRD0129,1,1,169.79,160.73,9.06,160.73,95.33,65.4,8,N
ORD0003072-03,ORD0003072,PRD0168,1,1,155.92,149.16,6.76,149.16,100.9,48.26,4,N
ORD0003073-01,ORD0003073,PRD0227,2,2,449.57,447.74,3.66,895.48,631.14,264.34,11,N
ORD0003073-02,ORD0003073,PRD0388,1,1,594.5,552.03,42.47,552.03,470.21,81.82,3,N
ORD0003073-03,ORD0003073,PRD0110,2,2,154.53,137.84,33.38,275.68,240.08,35.6,2,N
ORD0003073-04,ORD0003073,PRD0335,1,1,225.62,221.13,4.49,221.13,145.03,76.1,10,N
ORD0003074-01,ORD0003074,PRD0217,1,1,249.18,235.63,13.55,235.63,171.55,64.08,10,N
ORD0003074-02,ORD0003074,PRD0133,1,1,734.71,624.93,109.78,624.93,543.39,81.54,5,N
ORD0003074-03,ORD0003074,PRD0080,2,2,166.33,150.36,31.94,300.72,258.5,42.22,10,N
ORD0003075-01,ORD0003075,PRD0205,3,3,76.91,73.54,10.11,220.62,181.65,38.97,14,N
ORD0003075-02,ORD0003075,PRD0155,1,0,25.21,23.99,0.0,0.0,0.0,0.0,0,N
ORD0003076-01,ORD0003076,PRD0325,1,1,1993.04,1682.84,310.2,1682.84,1240.37,442.47,4,N
ORD0003076-02,ORD0003076,PRD0006,3,3,98.39,92.03,19.08,276.09,168.21,107.88,11,N
ORD0003076-03,ORD0003076,PRD0326,2,2,942.34,826.44,231.8,1652.88,1250.02,402.86,13,N
ORD0003076-04,ORD0003076,PRD0075,1,1,90.35,79.08,11.27,79.08,50.9,28.18,2,N
ORD0003077-01,ORD0003077,PRD0160,3,3,221.65,213.66,23.97,640.98,388.17,252.81,3,N
ORD0003077-02,ORD0003077,PRD0138,1,1,212.19,181.02,31.17,181.02,143.21,37.81,3,N
ORD0003077-03,ORD0003077,PRD0323,1,1,73.72,62.48,11.24,62.48,45.92,16.56,4,N
ORD0003077-04,ORD0003077,PRD0194,1,1,76.35,71.38,4.97,71.38,53.21,18.17,7,N
ORD0003078-01,ORD0003078,PRD0279,1,1,91.39,85.37,6.02,85.37,71.33,14.04,12,N
ORD0003078-02,ORD0003078,PRD0281,2,2,512.81,496.39,32.84,992.78,757.52,235.26,10,N
ORD0003078-03,ORD0003078,PRD0021,3,3,21.28,18.96,6.96,56.88,46.02,10.86,13,N
ORD0003079-01,ORD0003079,PRD0074,3,3,346.34,335.86,31.44,1007.58,589.98,417.6,14,N
ORD0003079-02,ORD0003079,PRD0113,1,1,123.69,123.57,0.12,123.57,91.34,32.23,4,N
ORD0003080-01,ORD0003080,PRD0231,2,2,264.87,227.6,74.54,455.2,425.36,29.84,5,N
ORD0003080-02,ORD0003080,PRD0159,1,1,269.47,214.92,54.55,214.92,159.58,55.34,10,N
ORD0003080-03,ORD0003080,PRD0287,1,1,45.94,38.21,7.73,38.21,32.84,5.37,12,N
ORD0003080-04,ORD0003080,PRD0033,1,1,231.15,205.22,25.93,205.22,176.33,28.89,10,N
ORD0003080-05,ORD0003080,PRD0139,1,1,995.89,824.53,171.36,824.53,750.2,74.33,5,N
ORD0003080-06,ORD0003080,PRD0021,4,4,21.28,19.09,8.76,76.36,61.36,15.0,10,N
ORD0003081-01,ORD0003081,PRD0163,1,1,670.51,634.64,35.87,634.64,531.86,102.78,12,N
ORD0003081-02,ORD0003081,PRD0088,1,1,113.27,101.36,11.91,101.36,80.57,20.79,11,N
ORD0003081-03,ORD0003081,PRD0354,1,1,180.6,161.31,19.29,161.31,110.25,51.06,1,N
ORD0003082-01,ORD0003082,PRD0263,2,2,266.37,237.13,58.48,474.26,426.28,47.98,3,N
ORD0003082-02,ORD0003082,PRD0340,1,1,103.96,83.76,20.2,83.76,79.22,4.54,1,N
ORD0003082-03,ORD0003082,PRD0084,1,1,271.09,245.74,25.35,245.74,208.84,36.9,2,N
ORD0003082-04,ORD0003082,PRD0006,1,1,98.39,87.24,11.15,87.24,56.07,31.17,7,N
ORD0003082-05,ORD0003082,PRD0113,1,1,123.69,109.18,14.51,109.18,91.34,17.84,4,N
ORD0003083-01,ORD0003083,PRD0271,1,1,51.95,49.86,2.09,49.86,29.36,20.5,4,N
ORD0003084-01,ORD0003084,PRD0183,1,1,107.09,99.92,7.17,99.92,63.58,36.34,12,N
ORD0003084-02,ORD0003084,PRD0352,3,1,31.05,26.96,4.09,26.96,20.05,6.91,1,N
ORD0003085-01,ORD0003085,PRD0251,1,1,19.55,18.06,1.49,18.06,11.39,6.67,11,N
