order_date,store_id,shift,orders_received,delivered_orders,cancelled_orders,gross_order_value,net_revenue,avg_picking_minutes,avg_delivery_minutes,avg_customer_rating,stockout_line_items,planned_staff,present_staff,staff_absence_count,system_downtime_minutes,orders_per_staff_member,cancellation_rate_pct,sla_within_orders,sla_breach_orders,on_time_delivery_rate_pct
2026-04-16,MFC008,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,1,0.0,0.0,0,0,0.0
2026-04-16,MFC009,Morning,5.0,5.0,0.0,10009.26,10009.26,7.91,24.24,3.66,0.0,3,3,0,2,1.67,0.0,3,2,60.0
2026-04-16,MFC009,Evening,2.0,2.0,0.0,1902.05,1902.05,6.56,24.1,3.45,0.0,3,3,0,5,0.67,0.0,2,0,100.0
2026-04-16,MFC009,Night,1.0,1.0,0.0,512.58,512.58,2.0,9.92,4.8,0.0,3,2,1,1,0.5,0.0,1,0,100.0
2026-04-16,MFC010,Morning,4.0,3.0,0.0,3526.09,3459.22,7.5,26.29,3.57,1.0,3,3,0,1,1.33,0.0,3,0,100.0
2026-04-16,MFC010,Evening,2.0,2.0,0.0,1493.35,1493.35,8.57,21.42,3.25,0.0,3,3,0,3,0.67,0.0,2,0,100.0
2026-04-16,MFC010,Night,1.0,1.0,0.0,1491.8,1065.57,6.13,25.39,3.3,1.0,3,3,0,2,0.33,0.0,1,0,100.0
2026-04-16,MFC011,Morning,8.0,8.0,0.0,11395.94,11338.23,7.62,25.4,3.31,1.0,3,3,0,3,2.67,0.0,7,1,87.5
2026-04-16,MFC011,Evening,4.0,3.0,1.0,4439.57,4439.57,6.52,31.72,3.77,1.0,3,3,0,4,1.33,25.0,1,2,33.33
2026-04-16,MFC011,Night,2.0,2.0,0.0,262.31,162.04,4.36,19.67,2.95,1.0,3,2,1,2,1.0,0.0,2,0,100.0
2026-04-16,MFC012,Morning,8.0,8.0,0.0,13720.69,13720.69,5.51,25.75,4.05,0.0,3,2,1,7,4.0,0.0,6,2,75.0
2026-04-16,MFC012,Evening,9.0,8.0,1.0,12992.28,11559.04,7.44,25.21,3.8,1.0,4,4,0,2,2.25,11.11,4,4,50.0
2026-04-16,MFC012,Night,2.0,2.0,0.0,1405.65,1405.65,5.06,19.83,3.15,0.0,3,3,0,1,0.67,0.0,2,0,100.0
2026-04-16,MFC013,Morning,4.0,4.0,0.0,5072.02,4818.28,6.0,21.65,3.52,1.0,3,2,1,4,2.0,0.0,3,1,75.0
2026-04-16,MFC013,Evening,7.0,7.0,0.0,8294.39,8034.08,7.43,24.81,3.73,1.0,3,3,0,1,2.33,0.0,6,1,85.71
2026-04-16,MFC013,Night,1.0,1.0,0.0,521.08,521.08,4.9,16.23,4.1,0.0,3,3,0,3,0.33,0.0,1,0,100.0
2026-04-16,MFC014,Morning,5.0,5.0,0.0,7139.59,7139.59,6.11,27.04,3.76,0.0,3,3,0,62,1.67,0.0,4,1,80.0
2026-04-16,MFC014,Evening,8.0,8.0,0.0,13185.8,13185.8,6.97,23.36,3.89,0.0,3,2,1,5,4.0,0.0,7,1,87.5
2026-04-16,MFC014,Night,3.0,3.0,0.0,1704.17,1704.17,6.28,20.08,4.1,0.0,3,3,0,1,1.0,0.0,3,0,100.0
2026-04-16,MFC015,Morning,7.0,7.0,0.0,8259.62,7906.75,7.91,24.92,3.19,3.0,3,2,1,2,3.5,0.0,6,1,85.71
2026-04-16,MFC015,Evening,9.0,9.0,0.0,10889.34,10889.34,5.96,24.21,3.53,0.0,4,3,1,2,3.0,0.0,8,1,88.89
2026-04-16,MFC015,Night,1.0,1.0,0.0,817.89,817.89,9.39,22.63,4.8,0.0,3,3,0,4,0.33,0.0,1,0,100.0
2026-04-16,MFC016,Morning,7.0,7.0,0.0,7528.85,7528.85,6.28,21.85,3.5,0.0,3,3,0,74,2.33,0.0,6,1,85.71
2026-04-16,MFC016,Evening,10.0,9.0,1.0,12681.11,11744.77,8.6,26.6,3.47,1.0,4,4,0,0,2.5,10.0,8,1,88.89
2026-04-16,MFC016,Night,3.0,3.0,0.0,3391.41,3391.41,5.32,19.77,3.63,0.0,3,3,0,1,1.0,0.0,3,0,100.0
2026-04-16,MFC017,Morning,3.0,2.0,0.0,2158.94,2083.7,8.14,27.78,3.85,1.0,3,3,0,0,1.0,0.0,1,1,50.0
2026-04-16,MFC017,Evening,8.0,7.0,1.0,19225.08,19112.91,8.85,28.06,3.33,1.0,3,2,1,2,4.0,12.5,6,1,85.71
2026-04-16,MFC017,Night,3.0,3.0,0.0,5638.08,5638.08,7.49,22.21,4.17,0.0,3,3,0,5,1.0,0.0,3,0,100.0
2026-04-16,MFC018,Morning,9.0,9.0,0.0,6595.98,6595.98,8.09,26.59,3.66,0.0,4,4,0,0,2.25,0.0,5,4,55.56
2026-04-16,MFC018,Evening,7.0,6.0,0.0,11479.51,11479.51,8.81,27.0,3.42,1.0,3,3,0,3,2.33,0.0,4,2,66.67
2026-04-16,MFC018,Night,1.0,1.0,0.0,1465.81,1221.51,4.45,19.9,2.1,1.0,3,3,0,0,0.33,0.0,1,0,100.0
2026-04-17,MFC001,Morning,4.0,4.0,0.0,7697.97,7697.97,7.36,27.53,3.75,0.0,3,3,0,3,1.33,0.0,2,2,50.0
2026-04-17,MFC001,Evening,6.0,6.0,0.0,2966.56,2830.6,5.57,23.54,3.63,1.0,3,2,1,6,3.0,0.0,5,1,83.33
2026-04-17,MFC001,Night,1.0,1.0,0.0,651.49,651.49,4.19,20.45,3.4,0.0,3,3,0,4,0.33,0.0,1,0,100.0
2026-04-17,MFC002,Morning,3.0,2.0,1.0,5115.79,3174.78,9.44,32.41,3.85,1.0,3,3,0,4,1.0,33.33,1,1,50.0
2026-04-17,MFC002,Evening,6.0,5.0,1.0,3946.87,3540.25,6.97,23.6,3.4,1.0,3,2,1,4,3.0,16.67,5,0,100.0
2026-04-17,MFC002,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,55,0.0,0.0,0,0,0.0
2026-04-17,MFC003,Morning,6.0,6.0,0.0,9862.63,9516.12,9.2,24.68,3.48,2.0,3,2,1,6,3.0,0.0,4,2,66.67
2026-04-17,MFC003,Evening,6.0,6.0,0.0,6028.3,5657.13,5.14,23.0,3.77,0.0,3,3,0,1,2.0,0.0,6,0,100.0
2026-04-17,MFC003,Night,2.0,2.0,0.0,1448.58,1448.58,3.86,20.98,4.65,0.0,3,3,0,5,0.67,0.0,2,0,100.0
2026-04-17,MFC004,Morning,3.0,3.0,0.0,4381.15,4381.15,8.98,27.48,3.87,0.0,3,3,0,3,1.0,0.0,2,1,66.67
2026-04-17,MFC004,Evening,4.0,4.0,0.0,2317.45,2199.29,4.84,26.26,3.58,1.0,3,3,0,4,1.33,0.0,4,0,100.0
2026-04-17,MFC004,Night,3.0,3.0,0.0,3585.51,3585.51,6.34,18.38,3.77,0.0,3,3,0,2,1.0,0.0,3,0,100.0
2026-04-17,MFC005,Morning,9.0,9.0,0.0,13170.11,8161.25,7.06,26.28,3.4,0.0,4,3,1,2,3.0,0.0,7,2,77.78
2026-04-17,MFC005,Evening,10.0,9.0,1.0,9560.69,7015.74,10.03,29.89,4.18,1.0,4,4,0,3,2.5,10.0,7,2,77.78
2026-04-17,MFC005,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,4,0.0,0.0,0,0,0.0
2026-04-17,MFC006,Morning,8.0,7.0,1.0,8830.37,6135.82,6.11,27.67,3.36,1.0,3,3,0,0,2.67,12.5,5,2,71.43
2026-04-17,MFC006,Evening,9.0,6.0,3.0,5595.0,4094.1,7.09,26.01,3.65,0.0,4,4,0,5,2.25,33.33,5,1,83.33
2026-04-17,MFC006,Night,1.0,1.0,0.0,220.51,110.26,2.84,16.67,2.1,1.0,3,3,0,3,0.33,0.0,1,0,100.0
2026-04-17,MFC007,Morning,7.0,6.0,0.0,8150.31,8150.31,8.24,27.32,3.53,1.0,3,3,0,5,2.33,0.0,4,2,66.67
2026-04-17,MFC007,Evening,8.0,6.0,2.0,6982.91,4632.38,6.3,25.12,3.41,1.0,3,2,1,3,4.0,25.0,4,2,66.67
2026-04-17,MFC007,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,0,0.0,0.0,0,0,0.0
2026-04-17,MFC008,Morning,1.0,1.0,0.0,2244.05,2244.05,7.93,29.96,4.4,0.0,3,2,1,4,0.5,0.0,1,0,100.0
2026-04-17,MFC008,Evening,15.0,15.0,0.0,14629.01,14073.06,5.74,25.35,3.64,2.0,4,4,0,1,3.75,0.0,13,2,86.67
2026-04-17,MFC008,Night,5.0,5.0,0.0,3172.76,3172.76,4.71,18.54,3.48,0.0,3,3,0,0,1.67,0.0,5,0,100.0
2026-04-17,MFC009,Morning,7.0,7.0,0.0,11079.87,11079.87,6.34,26.91,3.57,0.0,3,3,0,3,2.33,0.0,5,2,71.43
2026-04-17,MFC009,Evening,5.0,5.0,0.0,6727.71,5916.88,7.25,28.31,3.28,1.0,3,3,0,1,1.67,0.0,4,1,80.0
2026-04-17,MFC009,Night,2.0,2.0,0.0,2155.13,2155.13,7.24,20.05,3.8,0.0,3,3,0,2,0.67,0.0,2,0,100.0
2026-04-17,MFC010,Morning,7.0,6.0,0.0,12479.2,12479.2,10.06,27.61,3.55,0.0,3,2,1,5,3.5,0.0,2,4,33.33
2026-04-17,MFC010,Evening,7.0,5.0,2.0,6507.0,5602.21,7.64,25.06,3.75,2.0,3,2,1,2,3.5,28.57,3,2,60.0
2026-04-17,MFC010,Night,3.0,3.0,0.0,1961.14,1961.14,5.44,17.97,4.0,0.0,3,3,0,0,1.0,0.0,3,0,100.0
2026-04-17,MFC011,Morning,8.0,8.0,0.0,11356.94,11356.94,7.55,23.75,3.64,0.0,3,3,0,2,2.67,0.0,5,3,62.5
2026-04-17,MFC011,Evening,5.0,5.0,0.0,10971.46,6429.12,7.46,25.66,3.7,0.0,3,3,0,2,1.67,0.0,4,1,80.0
2026-04-17,MFC011,Night,1.0,1.0,0.0,277.4,277.4,7.49,23.05,3.4,0.0,3,3,0,4,0.33,0.0,1,0,100.0
2026-04-17,MFC012,Morning,4.0,4.0,0.0,4409.33,4409.33,5.39,19.5,3.5,0.0,3,3,0,2,1.33,0.0,4,0,100.0
2026-04-17,MFC012,Evening,7.0,6.0,1.0,6300.44,5908.53,7.9,24.59,3.25,1.0,3,3,0,2,2.33,14.29,6,0,100.0
2026-04-17,MFC012,Night,1.0,1.0,0.0,634.9,634.9,5.02,27.19,3.9,0.0,3,3,0,5,0.33,0.0,1,0,100.0
2026-04-17,MFC013,Morning,7.0,6.0,1.0,11381.43,9468.97,6.66,29.1,3.12,2.0,3,3,0,3,2.33,14.29,5,1,83.33
2026-04-17,MFC013,Evening,8.0,8.0,0.0,5174.78,5174.78,5.22,26.94,3.59,0.0,3,3,0,3,2.67,0.0,7,1,87.5
2026-04-17,MFC013,Night,1.0,1.0,0.0,1125.9,1125.9,6.41,33.43,4.1,0.0,3,3,0,2,0.33,0.0,0,1,0.0
2026-04-17,MFC014,Morning,4.0,4.0,0.0,8400.82,8400.82,7.16,22.72,3.88,0.0,3,3,0,2,1.33,0.0,4,0,100.0
2026-04-17,MFC014,Evening,13.0,13.0,0.0,18442.29,17998.11,5.78,20.33,3.55,1.0,4,4,0,1,3.25,0.0,10,3,76.92
2026-04-17,MFC014,Night,4.0,4.0,0.0,3977.28,3977.28,4.26,17.25,3.62,0.0,3,3,0,1,1.33,0.0,4,0,100.0
2026-04-17,MFC015,Morning,9.0,9.0,0.0,19892.68,19845.42,7.99,26.39,3.48,1.0,4,4,0,5,2.25,0.0,6,3,66.67
2026-04-17,MFC015,Evening,5.0,5.0,0.0,8530.99,8530.99,9.73,29.5,4.08,0.0,3,3,0,0,1.67,0.0,4,1,80.0
2026-04-17,MFC015,Night,2.0,2.0,0.0,1736.79,1736.79,9.57,22.66,4.35,0.0,3,3,0,7,0.67,0.0,2,0,100.0
2026-04-17,MFC016,Morning,6.0,6.0,0.0,2482.4,2482.4,4.49,21.51,3.72,0.0,3,3,0,6,2.0,0.0,5,1,83.33
2026-04-17,MFC016,Evening,9.0,9.0,0.0,6474.34,6322.84,6.98,24.66,3.53,1.0,4,3,1,3,3.0,0.0,7,2,77.78
2026-04-17,MFC016,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,4,0.0,0.0,0,0,0.0
2026-04-17,MFC017,Morning,6.0,6.0,0.0,7683.38,7683.38,8.86,26.06,3.65,0.0,3,3,0,0,2.0,0.0,5,1,83.33
2026-04-17,MFC017,Evening,5.0,4.0,1.0,3740.13,871.24,3.72,24.41,3.65,0.0,3,3,0,1,1.67,20.0,3,1,75.0
2026-04-17,MFC017,Night,1.0,1.0,0.0,3925.98,3925.98,9.6,18.59,3.7,0.0,3,2,1,3,0.5,0.0,1,0,100.0
2026-04-17,MFC018,Morning,4.0,4.0,0.0,2369.13,2369.13,5.17,20.48,4.0,0.0,3,3,0,4,1.33,0.0,4,0,100.0
2026-04-17,MFC018,Evening,7.0,7.0,0.0,4229.83,4080.86,7.72,26.11,3.19,1.0,3,3,0,3,2.33,0.0,4,3,57.14
2026-04-17,MFC018,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,3,0.0,0.0,0,0,0.0
2026-04-18,MFC001,Morning,15.0,15.0,0.0,16002.3,15632.21,6.43,26.09,3.55,2.0,4,3,1,3,5.0,0.0,13,2,86.67
2026-04-18,MFC001,Evening,13.0,12.0,1.0,13887.29,13375.28,6.14,23.44,3.49,3.0,4,4,0,0,3.25,7.69,9,3,75.0
2026-04-18,MFC001,Night,3.0,3.0,0.0,2970.15,2970.15,6.23,21.83,4.03,0.0,3,3,0,4,1.0,0.0,3,0,100.0
2026-04-18,MFC002,Morning,4.0,4.0,0.0,3984.57,3643.24,5.48,21.12,3.22,1.0,3,3,0,0,1.33,0.0,4,0,100.0
2026-04-18,MFC002,Evening,2.0,2.0,0.0,875.86,875.86,4.29,23.45,4.1,0.0,3,3,0,1,0.67,0.0,2,0,100.0
2026-04-18,MFC002,Night,1.0,1.0,0.0,1835.35,1835.35,7.55,20.59,3.8,0.0,3,2,1,3,0.5,0.0,1,0,100.0
2026-04-18,MFC003,Morning,7.0,7.0,0.0,7733.46,7556.57,7.22,24.43,3.17,2.0,3,3,0,2,2.33,0.0,6,1,85.71
2026-04-18,MFC003,Evening,13.0,13.0,0.0,13743.93,13743.93,6.92,25.02,3.65,0.0,4,4,0,3,3.25,0.0,12,1,92.31
2026-04-18,MFC003,Night,3.0,3.0,0.0,4671.22,4671.22,7.02,22.42,3.8,0.0,3,3,0,5,1.0,0.0,3,0,100.0
2026-04-18,MFC004,Morning,3.0,2.0,1.0,1709.32,1709.32,7.91,23.36,2.9,0.0,3,3,0,2,1.0,33.33,2,0,100.0
2026-04-18,MFC004,Evening,8.0,8.0,0.0,5086.52,4337.31,7.25,23.56,3.48,4.0,3,3,0,3,2.67,0.0,7,1,87.5
2026-04-18,MFC004,Night,1.0,1.0,0.0,1382.59,1382.59,10.94,41.84,3.7,0.0,3,3,0,6,0.33,0.0,0,1,0.0
2026-04-18,MFC005,Morning,16.0,15.0,1.0,18419.64,18172.49,8.29,25.05,3.53,2.0,4,4,0,3,4.0,6.25,10,5,66.67
2026-04-18,MFC005,Evening,11.0,11.0,0.0,9482.83,9139.98,8.22,26.1,3.67,1.0,4,4,0,1,2.75,0.0,9,2,81.82
2026-04-18,MFC005,Night,4.0,4.0,0.0,2195.38,2195.38,6.47,21.46,4.08,0.0,3,3,0,1,1.33,0.0,4,0,100.0
2026-04-18,MFC006,Morning,9.0,9.0,0.0,7280.91,6947.99,7.03,23.74,3.22,4.0,4,3,1,4,3.0,0.0,7,2,77.78
2026-04-18,MFC006,Evening,10.0,10.0,0.0,12464.76,12194.81,7.64,24.95,3.77,2.0,4,4,0,3,2.5,0.0,7,3,70.0
2026-04-18,MFC006,Night,1.0,1.0,0.0,573.38,573.38,7.47,23.66,3.6,0.0,3,3,0,1,0.33,0.0,1,0,100.0
2026-04-18,MFC007,Morning,5.0,5.0,0.0,6643.2,6643.2,7.12,25.37,3.84,0.0,3,3,0,1,1.67,0.0,4,1,80.0
2026-04-18,MFC007,Evening,4.0,4.0,0.0,5942.49,5942.49,8.12,28.19,3.73,0.0,3,3,0,3,1.33,0.0,3,1,75.0
2026-04-18,MFC007,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,2,0.0,0.0,0,0,0.0
2026-04-18,MFC008,Morning,12.0,10.0,2.0,14056.77,13001.33,7.55,27.3,3.37,4.0,4,4,0,1,3.0,16.67,7,3,70.0
2026-04-18,MFC008,Evening,8.0,7.0,0.0,6771.47,6621.56,6.38,20.87,3.67,1.0,3,3,0,2,2.67,0.0,7,0,100.0
2026-04-18,MFC008,Night,3.0,3.0,0.0,4312.13,4205.82,6.28,26.13,2.93,1.0,3,3,0,5,1.0,0.0,3,0,100.0
2026-04-18,MFC009,Morning,4.0,4.0,0.0,2101.65,2101.65,4.31,22.18,3.85,0.0,3,2,1,1,2.0,0.0,4,0,100.0
2026-04-18,MFC009,Evening,1.0,1.0,0.0,1437.51,1437.51,6.13,32.05,3.3,0.0,3,3,0,4,0.33,0.0,0,1,0.0
2026-04-18,MFC009,Night,1.0,1.0,0.0,2350.23,2350.23,7.07,18.72,4.3,0.0,3,2,1,2,0.5,0.0,1,0,100.0
2026-04-18,MFC010,Morning,8.0,8.0,0.0,11383.61,11209.19,8.14,26.58,3.61,1.0,3,3,0,5,2.67,0.0,4,4,50.0
2026-04-18,MFC010,Evening,4.0,4.0,0.0,4979.05,4921.02,7.88,21.0,3.38,1.0,3,3,0,5,1.33,0.0,3,1,75.0
2026-04-18,MFC010,Night,1.0,1.0,0.0,3270.82,3270.82,10.36,26.77,3.6,0.0,3,3,0,4,0.33,0.0,1,0,100.0
2026-04-18,MFC011,Morning,9.0,9.0,0.0,19789.14,18980.51,9.31,29.13,3.24,2.0,4,4,0,3,2.25,0.0,5,4,55.56
2026-04-18,MFC011,Evening,13.0,13.0,0.0,13962.93,13853.23,7.7,26.16,3.77,1.0,4,4,0,1,3.25,0.0,9,4,69.23
2026-04-18,MFC011,Night,5.0,4.0,1.0,3555.79,3219.74,7.16,27.0,3.72,0.0,3,3,0,1,1.67,20.0,3,1,75.0
2026-04-18,MFC012,Morning,3.0,3.0,0.0,2573.26,2573.26,6.56,18.26,3.97,0.0,3,3,0,1,1.0,0.0,2,1,66.67
2026-04-18,MFC012,Evening,7.0,6.0,1.0,6535.33,5874.76,7.34,26.51,3.85,1.0,3,3,0,0,2.33,14.29,6,0,100.0
2026-04-18,MFC012,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,3,0.0,0.0,0,0,0.0
2026-04-18,MFC013,Morning,6.0,4.0,2.0,6287.88,2699.72,6.56,23.87,3.8,0.0,3,3,0,3,2.0,33.33,3,1,75.0
2026-04-18,MFC013,Evening,14.0,12.0,2.0,20529.59,14636.13,9.5,28.03,3.44,2.0,4,4,0,5,3.5,14.29,7,5,58.33
2026-04-18,MFC013,Night,5.0,5.0,0.0,5016.86,4790.42,5.7,27.17,3.72,1.0,3,3,0,5,1.67,0.0,4,1,80.0
2026-04-18,MFC014,Morning,4.0,3.0,1.0,8351.74,7503.54,8.84,32.39,3.77,0.0,3,3,0,0,1.33,25.0,1,2,33.33
2026-04-18,MFC014,Evening,7.0,6.0,1.0,14819.2,13622.42,6.63,27.63,3.52,0.0,3,3,0,0,2.33,14.29,5,1,83.33
2026-04-18,MFC014,Night,1.0,1.0,0.0,591.29,591.29,4.92,22.46,3.7,0.0,3,3,0,2,0.33,0.0,1,0,100.0
2026-04-18,MFC015,Morning,3.0,3.0,0.0,1838.9,1838.9,7.07,25.84,3.63,0.0,3,3,0,4,1.0,0.0,3,0,100.0
2026-04-18,MFC015,Evening,10.0,10.0,0.0,13220.06,13124.52,8.11,24.53,3.6,1.0,4,4,0,1,2.5,0.0,8,2,80.0
2026-04-18,MFC015,Night,6.0,5.0,1.0,2964.63,2782.33,5.69,17.94,3.9,2.0,3,3,0,2,2.0,16.67,5,0,100.0
2026-04-18,MFC016,Morning,3.0,3.0,0.0,1684.71,1684.71,4.24,25.26,4.13,0.0,3,3,0,2,1.0,0.0,3,0,100.0
2026-04-18,MFC016,Evening,6.0,6.0,0.0,6986.73,6986.73,6.66,24.15,3.48,0.0,3,3,0,21,2.0,0.0,5,1,83.33
2026-04-18,MFC016,Night,3.0,3.0,0.0,4464.51,4464.51,4.37,23.78,3.5,0.0,3,3,0,2,1.0,0.0,3,0,100.0
2026-04-18,MFC017,Morning,8.0,7.0,0.0,9175.8,9175.8,7.0,25.79,3.81,0.0,3,3,0,2,2.67,0.0,6,1,85.71
2026-04-18,MFC017,Evening,8.0,6.0,2.0,7565.88,6471.86,7.88,26.8,3.37,3.0,3,3,0,3,2.67,25.0,2,4,33.33
2026-04-18,MFC017,Night,2.0,2.0,0.0,926.41,926.41,6.98,27.76,3.85,0.0,3,3,0,0,0.67,0.0,2,0,100.0
2026-04-18,MFC018,Morning,6.0,6.0,0.0,4573.32,4223.82,5.96,23.38,3.28,1.0,3,3,0,1,2.0,0.0,4,2,66.67
2026-04-18,MFC018,Evening,8.0,7.0,1.0,7914.15,7213.39,7.44,25.19,3.5,1.0,3,3,0,3,2.67,12.5,3,4,42.86
2026-04-18,MFC018,Night,1.0,1.0,0.0,1066.4,1066.4,7.98,19.6,4.8,0.0,3,3,0,60,0.33,0.0,1,0,100.0
2026-04-19,MFC001,Morning,8.0,8.0,0.0,12942.68,12942.68,6.89,26.79,3.5,0.0,3,2,1,5,4.0,0.0,5,3,62.5
2026-04-19,MFC001,Evening,8.0,7.0,1.0,17101.29,15937.48,8.49,25.04,3.66,0.0,3,2,1,1,4.0,12.5,4,3,57.14
2026-04-19,MFC001,Night,2.0,2.0,0.0,1274.19,1274.19,5.0,15.92,3.75,0.0,3,3,0,4,0.67,0.0,2,0,100.0
2026-04-19,MFC002,Morning,7.0,6.0,1.0,6331.91,4860.52,6.46,27.29,3.67,1.0,3,3,0,2,2.33,14.29,5,1,83.33
2026-04-19,MFC002,Evening,5.0,5.0,0.0,7605.4,7605.4,7.22,23.88,4.36,0.0,3,3,0,1,1.67,0.0,3,2,60.0
2026-04-19,MFC002,Night,2.0,2.0,0.0,909.8,909.8,7.42,22.44,3.1,0.0,3,3,0,2,0.67,0.0,2,0,100.0
2026-04-19,MFC003,Morning,9.0,9.0,0.0,8020.82,7854.86,6.43,27.32,3.5,1.0,4,4,0,3,2.25,0.0,6,3,66.67
2026-04-19,MFC003,Evening,6.0,6.0,0.0,4904.73,4904.73,5.7,28.47,3.15,0.0,3,3,0,4,2.0,0.0,5,1,83.33
2026-04-19,MFC003,Night,3.0,3.0,0.0,1529.42,1498.0,2.52,19.61,3.43,1.0,3,3,0,0,1.0,0.0,3,0,100.0
2026-04-19,MFC004,Morning,6.0,6.0,0.0,6323.34,4797.9,7.49,24.74,3.52,1.0,3,3,0,3,2.0,0.0,5,1,83.33
2026-04-19,MFC004,Evening,5.0,5.0,0.0,7466.56,6821.78,9.96,29.84,3.4,2.0,3,3,0,3,1.67,0.0,3,2,60.0
2026-04-19,MFC004,Night,1.0,1.0,0.0,174.76,174.76,8.58,18.48,3.5,0.0,3,3,0,2,0.33,0.0,1,0,100.0
2026-04-19,MFC005,Morning,8.0,6.0,2.0,8259.46,6986.56,7.07,20.74,3.8,1.0,3,3,0,4,2.67,25.0,4,2,66.67
2026-04-19,MFC005,Evening,11.0,9.0,2.0,16062.69,15028.16,8.76,25.93,3.41,2.0,4,4,0,3,2.75,18.18,6,3,66.67
2026-04-19,MFC005,Night,4.0,4.0,0.0,2895.24,2895.24,5.02,20.66,3.95,0.0,3,3,0,1,1.33,0.0,4,0,100.0
2026-04-19,MFC006,Morning,9.0,8.0,1.0,9635.91,9133.0,8.96,27.85,3.14,3.0,4,4,0,71,2.25,11.11,6,2,75.0
2026-04-19,MFC006,Evening,8.0,8.0,0.0,9419.93,9419.93,6.52,22.15,4.0,0.0,3,3,0,1,2.67,0.0,7,1,87.5
2026-04-19,MFC006,Night,3.0,3.0,0.0,5373.95,5373.95,9.95,25.41,4.07,0.0,3,2,1,33,1.5,0.0,3,0,100.0
2026-04-19,MFC007,Morning,7.0,6.0,1.0,8655.53,8529.79,7.64,25.71,4.12,0.0,3,3,0,2,2.33,14.29,3,3,50.0
2026-04-19,MFC007,Evening,7.0,6.0,1.0,5607.1,4818.1,8.36,26.68,3.1,2.0,3,3,0,2,2.33,14.29,3,3,50.0
2026-04-19,MFC007,Night,2.0,2.0,0.0,1446.81,1446.81,7.62,19.31,4.1,0.0,3,3,0,1,0.67,0.0,2,0,100.0
2026-04-19,MFC008,Morning,4.0,4.0,0.0,5380.69,5380.69,5.19,19.44,3.8,0.0,3,3,0,4,1.33,0.0,4,0,100.0
2026-04-19,MFC008,Evening,17.0,17.0,0.0,19158.72,18386.42,7.02,26.85,3.48,5.0,5,5,0,1,3.4,0.0,13,4,76.47
2026-04-19,MFC008,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,3,0.0,0.0,0,0,0.0
2026-04-19,MFC009,Morning,3.0,3.0,0.0,1927.11,1927.11,5.81,24.38,3.7,0.0,3,3,0,2,1.0,0.0,3,0,100.0
2026-04-19,MFC009,Evening,9.0,9.0,0.0,11207.76,11095.68,7.16,24.4,3.49,1.0,4,3,1,1,3.0,0.0,8,1,88.89
2026-04-19,MFC009,Night,2.0,2.0,0.0,3705.88,3495.51,7.01,21.02,3.75,1.0,3,2,1,3,1.0,0.0,2,0,100.0
2026-04-19,MFC010,Morning,6.0,6.0,0.0,5458.46,5333.32,7.44,25.37,3.32,1.0,3,3,0,5,2.0,0.0,3,3,50.0
2026-04-19,MFC010,Evening,2.0,2.0,0.0,365.81,313.76,3.99,19.76,3.5,0.0,3,3,0,4,0.67,0.0,2,0,100.0
2026-04-19,MFC010,Night,1.0,1.0,0.0,1022.52,1022.52,10.83,41.89,3.3,0.0,3,3,0,3,0.33,0.0,0,1,0.0
2026-04-19,MFC011,Morning,12.0,10.0,2.0,14908.07,14465.3,8.74,28.98,3.29,2.0,4,4,0,4,3.0,16.67,9,1,90.0
2026-04-19,MFC011,Evening,13.0,11.0,1.0,18284.19,17612.16,6.78,24.3,3.79,2.0,4,4,0,0,3.25,7.69,8,3,72.73
2026-04-19,MFC011,Night,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,3,0,1,0.0,0.0,0,0,0.0
2026-04-19,MFC012,Morning,7.0,7.0,0.0,9561.13,9561.13,7.59,25.07,3.61,0.0,3,3,0,4,2.33,0.0,6,1,85.71
2026-04-19,MFC012,Evening,11.0,10.0,1.0,10950.33,10225.93,9.04,26.66,3.5,3.0,4,4,0,2,2.75,9.09,6,4,60.0
2026-04-19,MFC012,Night,1.0,1.0,0.0,838.09,838.09,3.29,29.91,4.3,0.0,3,3,0,1,0.33,0.0,1,0,100.0
2026-04-19,MFC013,Morning,10.0,9.0,1.0,7610.54,7113.9,6.14,23.31,3.71,3.0,4,4,0,6,2.5,10.0,9,0,100.0
2026-04-19,MFC013,Evening,13.0,12.0,1.0,14665.8,13284.52,6.64,22.89,3.47,2.0,4,4,0,3,3.25,7.69,10,2,83.33
2026-04-19,MFC013,Night,1.0,1.0,0.0,324.72,324.72,4.69,17.09,3.8,0.0,3,3,0,1,0.33,0.0,1,0,100.0
2026-04-19,MFC014,Morning,6.0,6.0,0.0,8442.04,8442.04,4.01,21.21,3.82,0.0,3,3,0,67,2.0,0.0,5,1,83.33
2026-04-19,MFC014,Evening,10.0,9.0,1.0,10366.59,8948.23,6.82,27.91,3.78,1.0,4,4,0,1,2.5,10.0,7,2,77.78
